SIMULATION 5: 30 xApps, 40 Parameters, 15 KPIs

XAPP-PARAMETER CONTROL RANGES
xapp,parameter,range_min,range_max
p27,50.5,319.99,k13,1.4498651817969443,92.92457969024203
p28,83.19,113.12,k4,21.662001996901694,155.06813557790005
p28,83.6,110.08,k12,40.160897732524816,112.8009896210789
p28,63.23,119.59,k9,0.6067309739288429,92.46329302517373
p28,66.46,107.22,k2,15.964165152310866,85.92508752832224
p28,50.37,119.26,k5,9.157453459324422,148.28324705263594
p28,66.85,115.03,k13,1.4498651817969443,92.92457969024203
p28,43.46,100.48,k3,6.235252627712046,175.16715372242368
p29,83.98,178.09,k2,15.964165152310866,85.92508752832224
p29,61.38,278.98,k4,21.662001996901694,155.06813557790005
p29,85.41,285.04,k13,1.4498651817969443,92.92457969024203
p29,24.65,228.02,k7,49.718771340557446,135.30726544255597
p29,52.44,211.75,k6,28.107392037707974,216.63587318327092
p29,152.25,257.23,k8,3.9667395492727078,118.02775849444842
p29,164.59,179.62,k11,5.962251980110928,149.27604504485964
p29,26.46,237.11,k9,0.6067309739288429,92.46329302517373
p29,29.58,306.89,k15,12.05944173068339,86.15833744238587
p30,55.84,191.21,k4,21.662001996901694,155.06813557790005
p30,118.41,161.46,k7,49.718771340557446,135.30726544255597
p30,109.41,245.39,k3,6.235252627712046,175.16715372242368
p30,124.71,170.87,k9,0.6067309739288429,92.46329302517373
p30,125.56,220.8,k10,46.75449033065463,92.31634452966992
p30,27.45,147.65,k2,15.964165152310866,85.92508752832224
p30,103.27,135.91,k11,5.962251980110928,149.27604504485964
p30,133.15,180.28,k6,28.107392037707974,216.63587318327092
p31,75.52,206.16,k4,21.662001996901694,155.06813557790005
p31,46.44,195.97,k15,12.05944173068339,86.15833744238587
p31,123.86,298.68,k9,0.6067309739288429,92.46329302517373
p31,47.0,198.27,k10,46.75449033065463,92.31634452966992
p31,148.47,262.15,k13,1.4498651817969443,92.92457969024203
p31,56.35,256.6,k7,49.718771340557446,135.30726544255597
p32,82.17,302.68,k15,12.05944173068339,86.15833744238587
p32,126.96,310.45,k7,49.718771340557446,135.30726544255597
p32,226.4,308.73,k6,28.107392037707974,216.63587318327092
p32,178.71,428.95,k8,3.9667395492727078,118.02775849444842
p32,245.43,452.94,k2,15.964165152310866,85.92508752832224
p32,247.89,281.98,k10,46.75449033065463,92.31634452966992
p32,185.63,456.94,k9,0.6067309739288429,92.46329302517373
p32,133.42,434.65,k4,21.662001996901694,155.06813557790005
p33,126.08,207.29,k8,3.9667395492727078,118.02775849444842
p33,126.57,195.46,k9,0.6067309739288429,92.46329302517373
p33,99.96,197.54,k3,6.235252627712046,175.16715372242368
p33,101.38,205.8,k10,46.75449033065463,92.31634452966992
p33,107.84,218.09,k14,46.15300448180672,177.93288746264977
p33,139.81,239.26,k12,40.160897732524816,112.8009896210789
p34,120.55,136.41,k3,6.235252627712046,175.16715372242368
p34,117.99,151.95,k2,15.964165152310866,85.92508752832224
p34,100.16,137.08,k4,21.662001996901694,155.06813557790005
p34,107.37,124.14,k1,16.035463459088252,153.32014029810966
p34,101.08,142.35,k11,5.962251980110928,149.27604504485964
p34,97.14,134.55,k9,0.6067309739288429,92.46329302517373
p34,107.74,141.87,k10,46.75449033065463,92.31634452966992
p35,175.28,343.06,k15,12.05944173068339,86.15833744238587
p35,34.45,347.5,k14,46.15300448180672,177.93288746264977
p35,161.56,315.62,k6,28.107392037707974,216.63587318327092
p35,200.49,312.18,k1,16.035463459088252,153.32014029810966
p35,246.35,421.28,k12,40.160897732524816,112.8009896210789
p35,99.57,288.61,k13,1.4498651817969443,92.92457969024203
p35,177.87,420.08,k2,15.964165152310866,85.92508752832224
p35,114.87,285.73,k3,6.235252627712046,175.16715372242368
p36,104.51,547.97,k4,21.662001996901694,155.06813557790005
p36,232.23,537.36,k15,12.05944173068339,86.15833744238587
p36,175.91,360.79,k14,46.15300448180672,177.93288746264977
p36,131.33,444.89,k6,28.107392037707974,216.63587318327092
p36,332.85,424.0,k1,16.035463459088252,153.32014029810966
p36,145.84,344.98,k11,5.962251980110928,149.27604504485964
p37,149.91,251.13,k8,3.9667395492727078,118.02775849444842
p37,164.2,413.03,k11,5.962251980110928,149.27604504485964
p37,221.67,309.63,k6,28.107392037707974,216.63587318327092
p37,31.12,253.34,k14,46.15300448180672,177.93288746264977
p37,133.87,315.69,k2,15.964165152310866,85.92508752832224
p37,161.28,260.06,k13,1.4498651817969443,92.92457969024203
p37,197.27,320.19,k1,16.035463459088252,153.32014029810966
p37,220.64,281.92,k3,6.235252627712046,175.16715372242368
p37,32.55,376.83,k7,49.718771340557446,135.30726544255597
p38,193.05,332.39,k2,15.964165152310866,85.92508752832224
p38,225.24,393.78,k10,46.75449033065463,92.31634452966992
p38,222.88,297.35,k14,46.15300448180672,177.93288746264977
p38,199.98,298.31,k15,12.05944173068339,86.15833744238587
p38,219.26,286.01,k9,0.6067309739288429,92.46329302517373
p38,170.74,380.22,k3,6.235252627712046,175.16715372242368
p39,223.07,295.94,k6,28.107392037707974,216.63587318327092
p39,158.05,291.67,k14,46.15300448180672,177.93288746264977
p39,146.78,362.72,k15,12.05944173068339,86.15833744238587
p39,162.95,289.94,k9,0.6067309739288429,92.46329302517373
p39,163.74,265.32,k13,1.4498651817969443,92.92457969024203
p39,172.44,237.76,k11,5.962251980110928,149.27604504485964
p39,175.33,403.86,k5,9.157453459324422,148.28324705263594
p39,159.69,311.41,k3,6.235252627712046,175.16715372242368
p40,128.87,246.87,k3,6.235252627712046,175.16715372242368
p40,86.93,225.96,k13,1.4498651817969443,92.92457969024203
p40,73.64,224.34,k11,5.962251980110928,149.27604504485964
p40,98.27,243.47,k12,40.160897732524816,112.8009896210789
p40,65.59,168.56,k6,28.107392037707974,216.63587318327092
p40,107.52,214.0,k9,0.6067309739288429,92.46329302517373

I_XP INCIDENCE MATRIX
,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40
x1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1
x2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0
x3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
x4,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1
x5,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0
x6,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
x7,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0
x8,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
x9,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
x10,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1
x11,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
x12,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1
x13,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
x14,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1
x15,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
x16,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0
x17,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
x18,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0
x19,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0
x20,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
x21,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
x22,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1
x23,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
x24,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
x25,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
x26,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
x27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0
x28,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1
x29,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
x30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0

I_PK INCIDENCE MATRIX
,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15
p1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0
p2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
p3,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0
p4,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0
p5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
p6,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
p7,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
p8,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0
p9,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0
p10,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1
p11,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0
p12,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0
p13,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1
p14,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1
p15,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
p16,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1
p17,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
p18,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1
p19,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
p20,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1
p21,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1
p22,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0
p23,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0
p24,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1
p25,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1
p26,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
p27,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0
p28,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0
p29,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1
p30,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0
p31,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
p32,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
p33,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
p34,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
p35,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1
p36,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
p37,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0
p38,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1
p39,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1
p40,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0

C_IK INTERACTION MATRIX (xApp-KPI)
,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15
x1,8,12,9,11,6,9,9,8,14,8,9,7,8,6,7
x2,4,8,10,8,4,7,4,5,11,6,5,8,7,7,9
x3,6,8,7,6,6,7,6,6,9,5,8,8,6,5,6
x4,10,11,11,14,8,13,10,7,15,10,10,9,12,10,11
x5,8,11,12,10,9,9,7,4,14,9,10,6,10,12,10
x6,8,12,11,11,9,9,8,11,13,7,9,10,10,6,10
x7,13,13,12,14,9,14,13,9,13,11,13,11,14,11,10
x8,10,11,11,13,11,12,10,12,16,8,8,12,14,10,13
x9,10,11,11,12,8,12,9,8,12,7,8,10,11,9,11
x10,7,8,9,4,5,6,4,3,9,5,9,4,5,4,7
x11,8,10,8,8,6,8,6,6,10,5,9,9,6,4,7
x12,10,9,9,12,11,12,12,10,15,12,13,9,14,10,8
x13,8,9,11,7,6,8,5,4,10,5,10,6,8,8,7
x14,9,10,10,11,6,12,9,7,12,9,12,9,12,10,9
x15,13,14,12,13,8,10,12,8,15,10,10,11,11,9,9
x16,15,15,12,12,11,13,15,10,12,11,12,11,13,9,8
x17,8,9,8,9,8,7,9,8,14,8,8,8,7,8,7
x18,11,10,9,13,6,11,12,7,12,10,11,7,11,9,9
x19,8,9,8,10,6,7,6,6,11,8,9,6,9,7,7
x20,8,7,10,9,6,9,6,8,11,7,12,9,7,9,7
x21,11,9,5,11,6,11,7,8,9,8,9,9,9,10,7
x22,8,7,12,8,6,10,4,4,12,6,13,6,8,9,8
x23,10,9,8,12,11,9,10,10,13,9,11,12,10,9,9
x24,11,13,11,14,7,13,11,8,16,9,10,11,14,8,12
x25,8,9,5,10,7,8,11,8,8,6,5,5,7,3,5
x26,9,7,9,11,8,9,7,9,12,9,5,8,8,9,9
x27,5,6,6,7,4,6,6,4,10,7,6,3,4,4,6
x28,12,10,12,13,7,13,9,8,15,9,11,11,12,11,10
x29,6,7,7,7,6,6,6,5,9,6,7,6,7,8,7
x30,7,8,6,9,4,10,7,4,8,6,10,7,7,8,6

CONFLICT MATRIX FOR KPI k1
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,3,3,5,4,3,7,8,4,4,3,1,2,4,3,3,5,6,5,3,6,3,1,3,3,2,5,5,3,4
x10,3,-1,4,4,4,4,5,6,2,3,4,1,2,3,3,3,4,2,2,1,3,1,2,2,4,2,3,5,3,4
x11,3,4,-1,5,2,3,6,6,2,4,3,0,2,3,4,4,5,2,3,3,5,3,2,1,6,3,2,5,5,5
x12,5,4,5,-1,4,5,7,9,6,6,5,0,4,6,3,5,7,5,5,3,7,2,2,3,5,4,4,8,6,5
x13,4,4,2,4,-1,4,6,7,4,5,3,2,4,6,4,3,3,3,2,4,4,4,4,5,4,3,2,5,3,4
x14,3,4,3,5,4,-1,5,7,3,7,3,2,4,7,5,6,5,2,4,2,6,3,5,4,5,4,4,6,3,4
x15,7,5,6,7,6,5,-1,12,5,9,6,3,5,6,5,7,8,6,6,5,8,5,3,5,7,5,4,10,5,8
x16,8,6,6,9,7,7,12,-1,7,10,6,2,5,8,5,8,10,8,7,4,10,5,4,6,7,5,6,11,7,9
x17,4,2,2,6,4,3,5,7,-1,4,3,1,4,4,1,5,5,6,5,3,6,1,3,2,3,2,4,5,6,4
x18,4,3,4,6,5,7,9,10,4,-1,4,2,5,7,6,7,6,4,6,4,8,5,4,5,8,6,3,8,3,7
x19,3,4,3,5,3,3,6,6,3,4,-1,3,3,5,2,4,4,3,4,1,5,2,1,2,4,3,3,6,4,3
x2,1,1,0,0,2,2,3,2,1,2,3,-1,2,4,1,3,1,1,2,1,2,2,2,3,2,1,2,3,2,1
x20,2,2,2,4,4,4,5,5,4,5,3,2,-1,5,4,4,2,2,4,2,4,3,4,4,3,5,4,5,4,4
x21,4,3,3,6,6,7,6,8,4,7,5,4,5,-1,5,6,5,3,5,3,8,5,5,7,6,4,5,8,6,5
x22,3,3,4,3,4,5,5,5,1,6,2,1,4,5,-1,2,4,1,4,3,5,3,3,3,6,6,2,4,2,5
x23,3,3,4,5,3,6,7,8,5,7,4,3,4,6,2,-1,6,5,4,2,8,4,5,4,6,3,5,9,6,5
x24,5,4,5,7,3,5,8,10,5,6,4,1,2,5,4,6,-1,6,5,2,8,1,2,3,5,5,4,9,7,7
x25,6,2,2,5,3,2,6,8,6,4,3,1,2,3,1,5,6,-1,5,2,6,2,1,2,3,2,5,6,5,4
x26,5,2,3,5,2,4,6,7,5,6,4,2,4,5,4,4,5,5,-1,3,7,2,1,2,5,4,5,4,5,6
x27,3,1,3,3,4,2,5,4,3,4,1,1,2,3,3,2,2,2,3,-1,3,3,2,2,4,2,0,2,2,3
x28,6,3,5,7,4,6,8,10,6,8,5,2,4,8,5,8,8,6,7,3,-1,4,4,4,7,4,6,9,7,8
x29,3,1,3,2,4,3,5,5,1,5,2,2,3,5,3,4,1,2,2,3,4,-1,3,4,4,2,2,4,2,3
x3,1,2,2,2,4,5,3,4,3,4,1,2,4,5,3,5,2,1,1,2,4,3,-1,4,3,2,2,4,3,2
x30,3,2,1,3,5,4,5,6,2,5,2,3,4,7,3,4,3,2,2,2,4,4,4,-1,3,3,3,6,3,3
x4,3,4,6,5,4,5,7,7,3,8,4,2,3,6,6,6,5,3,5,4,7,4,3,3,-1,5,3,7,4,6
x5,2,2,3,4,3,4,5,5,2,6,3,1,5,4,6,3,5,2,4,2,4,2,2,3,5,-1,2,5,3,4
x6,5,3,2,4,2,4,4,6,4,3,3,2,4,5,2,5,4,5,5,0,6,2,2,3,3,2,-1,6,5,4
x7,5,5,5,8,5,6,10,11,5,8,6,3,5,8,4,9,9,6,4,2,9,4,4,6,7,5,6,-1,7,7
x8,3,3,5,6,3,3,5,7,6,3,4,2,4,6,2,6,7,5,5,2,7,2,3,3,4,3,5,7,-1,6
x9,4,4,5,5,4,4,8,9,4,7,3,1,4,5,5,5,7,4,6,3,8,3,2,3,6,4,4,7,6,-1

CONFLICT MATRIX FOR KPI k2
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,4,4,5,5,5,8,8,7,5,5,4,2,4,2,3,7,8,5,6,7,5,2,4,6,4,6,7,4,4
x10,4,-1,4,4,5,5,5,6,3,3,4,2,2,3,3,3,5,2,2,2,4,2,3,2,4,3,3,5,3,4
x11,4,4,-1,5,2,5,6,7,2,5,3,3,4,2,4,4,6,4,4,3,5,2,2,2,7,3,5,5,6,8
x12,5,4,5,-1,4,4,7,6,4,4,3,3,3,4,2,4,5,4,2,3,3,2,3,2,4,4,6,6,6,4
x13,5,5,2,4,-1,5,5,8,6,5,4,3,4,4,5,2,5,3,2,3,5,3,4,4,3,5,4,5,4,4
x14,5,5,5,4,5,-1,4,6,5,5,5,4,2,3,4,3,4,2,3,3,7,4,4,4,7,6,3,5,3,4
x15,8,5,6,7,5,4,-1,10,5,7,7,5,3,5,4,7,9,7,4,5,6,4,4,3,7,6,7,10,7,7
x16,8,6,7,6,8,6,10,-1,6,9,6,3,5,7,6,7,10,7,4,3,7,4,5,7,6,5,7,10,6,7
x17,7,3,2,4,6,5,5,6,-1,3,4,3,3,1,3,2,5,5,3,4,5,2,3,3,4,6,4,5,4,2
x18,5,3,5,4,5,5,7,9,3,-1,4,3,4,4,6,4,6,3,3,3,5,3,3,4,7,5,5,7,3,5
x19,5,4,3,3,4,5,7,6,4,4,-1,4,2,3,2,3,3,3,4,2,4,3,1,3,6,4,4,6,3,3
x2,4,2,3,3,3,4,5,3,3,3,4,-1,2,3,1,2,4,3,2,3,5,2,2,4,5,4,5,6,5,4
x20,2,2,4,3,4,2,3,5,3,4,2,2,-1,2,4,2,3,3,1,1,1,1,3,3,3,4,5,4,4,4
x21,4,3,2,4,4,3,5,7,1,4,3,3,2,-1,2,5,5,3,2,1,3,4,5,6,2,3,5,5,4,4
x22,2,3,4,2,5,4,4,6,3,6,2,1,4,2,-1,2,3,1,3,2,4,2,3,2,5,5,3,3,3,5
x23,3,3,4,4,2,3,7,7,2,4,3,2,2,5,2,-1,7,4,1,0,4,3,6,3,3,4,6,7,5,4
x24,7,5,6,5,5,4,9,10,5,6,3,4,3,5,3,7,-1,6,2,4,5,2,6,4,4,5,6,9,7,6
x25,8,2,4,4,3,2,7,7,5,3,3,3,3,3,1,4,6,-1,3,4,5,2,2,4,4,2,5,6,4,4
x26,5,2,4,2,2,3,4,4,3,3,4,2,1,2,3,1,2,3,-1,3,4,3,0,1,6,3,3,1,3,4
x27,6,2,3,3,3,3,5,3,4,3,2,3,1,1,2,0,4,4,3,-1,4,2,1,1,4,3,1,2,2,3
x28,7,4,5,3,5,7,6,7,5,5,4,5,1,3,4,4,5,5,4,4,-1,4,3,4,7,4,5,6,4,6
x29,5,2,2,2,3,4,4,4,2,3,3,2,1,4,2,3,2,2,3,2,4,-1,3,2,3,4,3,2,2,3
x3,2,3,2,3,4,4,4,5,3,3,1,2,3,5,3,6,6,2,0,1,3,3,-1,3,1,5,4,4,4,3
x30,4,2,2,2,4,4,3,7,3,4,3,4,3,6,2,3,4,4,1,1,4,2,3,-1,3,3,4,6,3,3
x4,6,4,7,4,3,7,7,6,4,7,6,5,3,2,5,3,4,4,6,4,7,3,1,3,-1,6,5,6,4,7
x5,4,3,3,4,5,6,6,5,6,5,4,4,4,3,5,4,5,2,3,3,4,4,5,3,6,-1,5,5,5,4
x6,6,3,5,6,4,3,7,7,4,5,4,5,5,5,3,6,6,5,3,1,5,3,4,4,5,5,-1,9,9,6
x7,7,5,5,6,5,5,10,10,5,7,6,6,4,5,3,7,9,6,1,2,6,2,4,6,6,5,9,-1,7,5
x8,4,3,6,6,4,3,7,6,4,3,3,5,4,4,3,5,7,4,3,2,4,2,4,3,4,5,9,7,-1,7
x9,4,4,8,4,4,4,7,7,2,5,3,4,4,4,5,4,6,4,4,3,6,3,3,3,7,4,6,5,7,-1

CONFLICT MATRIX FOR KPI k3
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,4,4,4,4,5,7,5,5,3,3,3,4,2,5,2,6,4,4,5,7,4,1,2,5,4,4,4,1,5
x10,4,-1,4,4,6,4,4,5,3,2,4,3,4,2,6,3,4,1,3,3,5,4,3,2,4,4,4,4,4,5
x11,4,4,-1,3,2,5,4,4,2,3,2,3,4,1,6,3,4,1,4,2,6,3,1,1,7,2,5,3,4,7
x12,4,4,3,-1,5,5,5,6,3,5,4,4,5,3,5,3,4,2,4,1,6,4,2,3,5,5,6,7,5,5
x13,4,6,2,5,-1,5,6,8,6,6,5,5,6,3,7,3,5,2,4,4,6,4,4,4,4,8,4,6,6,5
x14,5,4,5,5,5,-1,5,5,3,6,3,5,5,3,6,1,5,1,4,3,9,4,3,4,7,6,4,5,3,7
x15,7,4,4,5,6,5,-1,8,5,6,5,5,5,4,6,5,9,4,5,4,7,2,3,3,6,6,5,9,5,7
x16,5,5,4,6,8,5,8,-1,5,8,6,3,5,4,8,5,6,4,4,2,7,5,4,5,5,6,6,9,6,7
x17,5,3,2,3,6,3,5,5,-1,3,4,4,4,0,5,3,4,3,2,4,5,2,2,3,4,6,3,5,3,2
x18,3,2,3,5,6,6,6,8,3,-1,3,3,5,3,7,3,5,2,5,2,6,3,4,3,6,6,4,6,4,6
x19,3,4,2,4,5,3,5,6,4,3,-1,4,2,2,3,3,2,3,3,2,4,3,2,3,4,3,4,6,5,3
x2,3,3,3,4,5,5,5,3,4,3,4,-1,4,2,3,4,5,2,5,4,5,2,4,3,6,6,5,6,7,4
x20,4,4,4,5,6,5,5,5,4,5,2,4,-1,2,8,3,5,1,5,2,4,2,3,3,5,7,7,5,5,5
x21,2,2,1,3,3,3,4,4,0,3,2,2,2,-1,3,1,3,0,2,1,2,2,2,3,1,3,2,3,2,3
x22,5,6,6,5,7,6,6,8,5,7,3,3,8,3,-1,5,6,1,6,4,7,4,4,4,7,8,6,5,5,7
x23,2,3,3,3,3,1,5,5,3,3,3,4,3,1,5,-1,5,2,3,2,3,3,5,1,3,4,5,6,6,2
x24,6,4,4,4,5,5,9,6,4,5,2,5,5,3,6,5,-1,2,4,3,7,3,4,2,5,6,5,7,5,7
x25,4,1,1,2,2,1,4,4,3,2,3,2,1,0,1,2,2,-1,2,2,3,2,1,1,3,2,3,4,2,2
x26,4,3,4,4,4,4,5,4,2,5,3,5,5,2,6,3,4,2,-1,4,5,2,2,1,7,5,5,3,5,6
x27,5,3,2,1,4,3,4,2,4,2,2,4,2,1,4,2,3,2,4,-1,4,2,2,1,4,4,1,1,1,2
x28,7,5,6,6,6,9,7,7,5,6,4,5,4,2,7,3,7,3,5,4,-1,5,2,4,8,7,5,7,5,9
x29,4,4,3,4,4,4,2,5,2,3,3,2,2,2,4,3,3,2,2,2,5,-1,3,2,3,3,3,3,3,3
x3,1,3,1,2,4,3,3,4,2,4,2,4,3,2,4,5,4,1,2,2,2,3,-1,1,2,5,4,4,4,1
x30,2,2,1,3,4,4,3,5,3,3,3,3,3,3,4,1,2,1,1,1,4,2,1,-1,2,5,2,5,3,3
x4,5,4,7,5,4,7,6,5,4,6,4,6,5,1,7,3,5,3,7,4,8,3,2,2,-1,5,5,5,5,8
x5,4,4,2,5,8,6,6,6,6,6,3,6,7,3,8,4,6,2,5,4,7,3,5,5,5,-1,6,7,7,5
x6,4,4,5,6,4,4,5,6,3,4,4,5,7,2,6,5,5,3,5,1,5,3,4,2,5,6,-1,7,8,6
x7,4,4,3,7,6,5,9,9,5,6,6,6,5,3,5,6,7,4,3,1,7,3,4,5,5,7,7,-1,8,6
