SIMULATION 6: 50 xApps, 75 Parameters, 20 KPIs

XAPP-PARAMETER CONTROL RANGES
xapp,parameter,range_min,range_max
p17,151.56,189.63,k3,16.683977982942494,196.37292257392812
p17,125.64,261.63,k1,29.03930263925578,133.32679051354006
p17,85.39,222.24,k6,24.457818490991567,67.16366391453575
p18,56.94,139.34,k13,23.990466349629813,161.33543610998106
p18,70.09,81.52,k14,48.68067929375863,107.43202214542788
p18,50.5,90.71,k7,24.27848662082414,164.1133008691957
p18,12.86,122.91,k6,24.457818490991567,67.16366391453575
p18,58.03,75.98,k10,30.775507840802423,138.84476019608212
p18,59.02,113.76,k16,38.60872540631183,117.69892079634275
p18,26.24,130.34,k8,38.04262108471798,96.92481261531839
p18,51.73,113.24,k18,43.02104793135923,176.11522638673003
p18,21.8,97.81,k3,16.683977982942494,196.37292257392812
p18,50.54,128.14,k20,0.3500144473473077,38.65342321814414
p19,93.19,335.86,k6,24.457818490991567,67.16366391453575
p19,56.52,273.71,k10,30.775507840802423,138.84476019608212
p19,196.03,344.81,k15,9.612710584552586,49.013775199732315
p19,177.98,297.09,k9,0.16357855909641117,22.347116004713854
p19,61.38,343.05,k11,43.61489939894739,137.98871996924328
p19,95.65,381.65,k1,29.03930263925578,133.32679051354006
p19,213.43,330.13,k7,24.27848662082414,164.1133008691957
p19,214.31,335.39,k4,15.775592825424766,121.05969236851968
p19,129.23,363.37,k19,4.269192873176753,92.68003633301761
p19,140.34,353.49,k8,38.04262108471798,96.92481261531839
p20,186.7,344.33,k1,29.03930263925578,133.32679051354006
p20,67.41,356.6,k14,48.68067929375863,107.43202214542788
p20,175.6,366.83,k13,23.990466349629813,161.33543610998106
p20,87.59,261.09,k3,16.683977982942494,196.37292257392812
p20,80.74,381.17,k9,0.16357855909641117,22.347116004713854
p20,67.36,314.32,k15,9.612710584552586,49.013775199732315
p20,196.25,371.29,k17,38.219102856762014,163.73999364732992
p20,103.83,233.99,k4,15.775592825424766,121.05969236851968
p20,164.6,292.27,k8,38.04262108471798,96.92481261531839
p20,201.84,389.12,k10,30.775507840802423,138.84476019608212
p20,152.38,319.31,k18,43.02104793135923,176.11522638673003
p21,245.88,467.76,k16,38.60872540631183,117.69892079634275
p21,160.1,347.99,k3,16.683977982942494,196.37292257392812
p21,111.47,356.21,k10,30.775507840802423,138.84476019608212
p21,229.08,347.9,k2,25.924630173287017,137.70656125325326
p21,138.13,348.17,k19,4.269192873176753,92.68003633301761
p21,98.13,280.73,k4,15.775592825424766,121.05969236851968
p22,127.71,279.59,k14,48.68067929375863,107.43202214542788
p22,206.19,351.74,k20,0.3500144473473077,38.65342321814414
p22,211.14,309.77,k9,0.16357855909641117,22.347116004713854
p22,174.77,330.2,k1,29.03930263925578,133.32679051354006
p22,139.05,242.79,k7,24.27848662082414,164.1133008691957
p22,177.83,386.12,k18,43.02104793135923,176.11522638673003
p23,102.29,339.89,k11,43.61489939894739,137.98871996924328
p23,188.81,323.37,k7,24.27848662082414,164.1133008691957
p23,106.75,417.55,k4,15.775592825424766,121.05969236851968
p23,46.3,331.16,k15,9.612710584552586,49.013775199732315
p23,83.44,341.72,k20,0.3500144473473077,38.65342321814414
p23,219.09,332.92,k10,30.775507840802423,138.84476019608212
p23,117.48,423.02,k6,24.457818490991567,67.16366391453575
p23,100.81,376.46,k16,38.60872540631183,117.69892079634275
p23,205.49,438.72,k14,48.68067929375863,107.43202214542788
p24,292.79,390.67,k18,43.02104793135923,176.11522638673003
p24,165.66,500.53,k19,4.269192873176753,92.68003633301761
p24,86.18,492.87,k5,35.93377448207023,153.01846452285918
p24,214.97,367.29,k2,25.924630173287017,137.70656125325326
p24,178.44,445.34,k7,24.27848662082414,164.1133008691957
p24,209.06,354.86,k14,48.68067929375863,107.43202214542788
p24,192.98,307.01,k11,43.61489939894739,137.98871996924328
p24,79.71,447.02,k6,24.457818490991567,67.16366391453575
p24,140.24,378.65,k13,23.990466349629813,161.33543610998106
p24,286.36,525.39,k3,16.683977982942494,196.37292257392812
p24,181.79,484.62,k17,38.219102856762014,163.73999364732992
p25,228.52,513.67,k3,16.683977982942494,196.37292257392812
p25,245.14,316.79,k9,0.16357855909641117,22.347116004713854
p25,255.4,381.72,k18,43.02104793135923,176.11522638673003
p25,255.06,504.42,k17,38.219102856762014,163.73999364732992
p25,110.6,339.08,k16,38.60872540631183,117.69892079634275
p25,170.89,377.1,k8,38.04262108471798,96.92481261531839
p25,166.15,327.77,k14,48.68067929375863,107.43202214542788
p25,291.54,449.64,k7,24.27848662082414,164.1133008691957
p25,232.93,303.25,k4,15.775592825424766,121.05969236851968
p25,119.23,327.39,k12,49.420685952353224,241.9365333873967
p25,296.03,355.58,k5,35.93377448207023,153.01846452285918
p25,186.03,321.31,k11,43.61489939894739,137.98871996924328
p26,103.52,209.9,k9,0.16357855909641117,22.347116004713854
p26,146.29,230.88,k7,24.27848662082414,164.1133008691957
p26,124.66,224.65,k19,4.269192873176753,92.68003633301761
p26,117.52,215.74,k10,30.775507840802423,138.84476019608212
p26,75.22,224.89,k6,24.457818490991567,67.16366391453575
p26,124.84,181.77,k5,35.93377448207023,153.01846452285918
p27,200.29,435.44,k2,25.924630173287017,137.70656125325326
p27,229.22,402.38,k17,38.219102856762014,163.73999364732992
p27,75.8,441.8,k1,29.03930263925578,133.32679051354006
p27,181.22,413.75,k12,49.420685952353224,241.9365333873967
p27,245.22,391.44,k8,38.04262108471798,96.92481261531839
p27,66.05,472.3,k7,24.27848662082414,164.1133008691957
p27,43.48,409.27,k11,43.61489939894739,137.98871996924328
p27,101.93,294.71,k20,0.3500144473473077,38.65342321814414
p27,72.51,392.43,k13,23.990466349629813,161.33543610998106
p27,148.52,397.88,k18,43.02104793135923,176.11522638673003
p28,44.67,202.43,k9,0.16357855909641117,22.347116004713854
p28,61.55,343.97,k14,48.68067929375863,107.43202214542788
p28,132.52,196.98,k15,9.612710584552586,49.013775199732315
p28,50.2,209.56,k5,35.93377448207023,153.01846452285918
p28,22.2,218.35,k19,4.269192873176753,92.68003633301761
p28,148.65,189.64,k1,29.03930263925578,133.32679051354006
p28,144.62,202.85,k16,38.60872540631183,117.69892079634275
p28,160.14,290.73,k10,30.775507840802423,138.84476019608212
p28,98.37,323.28,k3,16.683977982942494,196.37292257392812
p28,61.61,325.72,k8,38.04262108471798,96.92481261531839
p28,74.04,198.13,k6,24.457818490991567,67.16366391453575
p29,126.83,269.99,k14,48.68067929375863,107.43202214542788
p29,151.84,211.87,k9,0.16357855909641117,22.347116004713854
p29,106.35,313.85,k2,25.924630173287017,137.70656125325326
p29,158.84,309.38,k10,30.775507840802423,138.84476019608212
p29,89.84,270.76,k1,29.03930263925578,133.32679051354006
p29,132.05,270.79,k19,4.269192873176753,92.68003633301761
p29,122.24,283.5,k7,24.27848662082414,164.1133008691957
p29,134.32,234.2,k13,23.990466349629813,161.33543610998106
p29,182.96,225.92,k18,43.02104793135923,176.11522638673003
p29,192.57,213.21,k20,0.3500144473473077,38.65342321814414
p29,187.95,213.1,k16,38.60872540631183,117.69892079634275
p29,120.49,271.2,k15,9.612710584552586,49.013775199732315
p30,132.76,141.75,k20,0.3500144473473077,38.65342321814414
p30,138.03,174.78,k8,38.04262108471798,96.92481261531839
p30,113.74,159.45,k18,43.02104793135923,176.11522638673003
p30,101.24,167.61,k12,49.420685952353224,241.9365333873967
p30,139.89,175.69,k11,43.61489939894739,137.98871996924328
p30,112.62,151.35,k17,38.219102856762014,163.73999364732992
p30,96.33,176.55,k15,9.612710584552586,49.013775199732315
p30,94.45,170.0,k4,15.775592825424766,121.05969236851968
p30,104.95,181.36,k19,4.269192873176753,92.68003633301761
p30,103.17,164.11,k13,23.990466349629813,161.33543610998106
p31,218.88,410.47,k5,35.93377448207023,153.01846452285918
p31,75.31,299.13,k1,29.03930263925578,133.32679051354006
p31,92.4,340.29,k18,43.02104793135923,176.11522638673003
p31,66.58,329.07,k17,38.219102856762014,163.73999364732992
p31,195.12,332.26,k4,15.775592825424766,121.05969236851968
p31,132.38,286.97,k12,49.420685952353224,241.9365333873967
p31,134.48,413.75,k20,0.3500144473473077,38.65342321814414
p32,46.75,163.94,k9,0.16357855909641117,22.347116004713854
p32,34.4,107.37,k20,0.3500144473473077,38.65342321814414
p32,71.36,114.67,k1,29.03930263925578,133.32679051354006
p32,91.19,133.79,k13,23.990466349629813,161.33543610998106
p32,49.44,111.34,k12,49.420685952353224,241.9365333873967
p32,84.98,162.51,k2,25.924630173287017,137.70656125325326
p32,85.84,119.67,k7,24.27848662082414,164.1133008691957
p32,77.57,105.38,k8,38.04262108471798,96.92481261531839
p32,75.2,142.06,k3,16.683977982942494,196.37292257392812
p32,77.36,114.01,k18,43.02104793135923,176.11522638673003
p32,41.88,125.14,k11,43.61489939894739,137.98871996924328
p33,177.36,274.3,k17,38.219102856762014,163.73999364732992
p33,39.86,244.23,k18,43.02104793135923,176.11522638673003
p33,95.2,189.32,k19,4.269192873176753,92.68003633301761
p33,82.77,192.61,k14,48.68067929375863,107.43202214542788
p33,148.06,266.12,k1,29.03930263925578,133.32679051354006
p33,134.06,262.56,k7,24.27848662082414,164.1133008691957
p33,79.44,276.47,k4,15.775592825424766,121.05969236851968
p33,144.19,298.7,k9,0.16357855909641117,22.347116004713854
p33,150.67,314.33,k8,38.04262108471798,96.92481261531839
p33,176.12,297.62,k10,30.775507840802423,138.84476019608212
p33,106.33,324.23,k6,24.457818490991567,67.16366391453575
p33,129.53,221.58,k11,43.61489939894739,137.98871996924328
p34,196.86,299.03,k11,43.61489939894739,137.98871996924328
p34,129.27,233.74,k14,48.68067929375863,107.43202214542788
p34,204.94,289.24,k2,25.924630173287017,137.70656125325326
p34,75.76,324.97,k3,16.683977982942494,196.37292257392812
p34,195.6,347.04,k18,43.02104793135923,176.11522638673003
p34,150.08,339.83,k17,38.219102856762014,163.73999364732992
p34,97.54,334.18,k15,9.612710584552586,49.013775199732315
p34,63.49,311.66,k8,38.04262108471798,96.92481261531839
p34,63.23,290.26,k12,49.420685952353224,241.9365333873967
p35,77.7,161.85,k11,43.61489939894739,137.98871996924328
p35,60.98,167.45,k8,38.04262108471798,96.92481261531839
p35,88.35,142.74,k16,38.60872540631183,117.69892079634275
p35,89.1,159.21,k20,0.3500144473473077,38.65342321814414
p35,50.46,163.61,k13,23.990466349629813,161.33543610998106
p35,90.37,183.86,k1,29.03930263925578,133.32679051354006
p35,101.19,136.65,k6,24.457818490991567,67.16366391453575
p35,88.03,173.42,k7,24.27848662082414,164.1133008691957
p35,72.97,193.03,k18,43.02104793135923,176.11522638673003
p36,156.04,239.49,k8,38.04262108471798,96.92481261531839
p36,78.75,249.28,k7,24.27848662082414,164.1133008691957
p36,31.1,293.72,k2,25.924630173287017,137.70656125325326
p36,123.88,292.63,k12,49.420685952353224,241.9365333873967
p36,119.28,208.36,k14,48.68067929375863,107.43202214542788
p36,94.77,256.15,k5,35.93377448207023,153.01846452285918
p36,21.93,214.54,k20,0.3500144473473077,38.65342321814414
p37,115.29,219.51,k4,15.775592825424766,121.05969236851968
p37,99.84,168.15,k1,29.03930263925578,133.32679051354006
p37,107.37,163.96,k6,24.457818490991567,67.16366391453575
p37,139.49,232.88,k2,25.924630173287017,137.70656125325326
p37,51.74,189.5,k15,9.612710584552586,49.013775199732315
p37,53.18,192.57,k16,38.60872540631183,117.69892079634275
p38,142.21,201.27,k11,43.61489939894739,137.98871996924328
p38,131.15,184.73,k20,0.3500144473473077,38.65342321814414
p38,123.13,247.83,k17,38.219102856762014,163.73999364732992
p38,155.53,200.48,k7,24.27848662082414,164.1133008691957
p38,138.1,172.4,k5,35.93377448207023,153.01846452285918
p38,120.77,204.01,k18,43.02104793135923,176.11522638673003
p38,84.19,182.89,k8,38.04262108471798,96.92481261531839
p38,84.14,212.73,k10,30.775507840802423,138.84476019608212
p38,151.92,165.7,k9,0.16357855909641117,22.347116004713854
p38,144.88,210.02,k12,49.420685952353224,241.9365333873967
p39,266.66,477.55,k12,49.420685952353224,241.9365333873967
p39,217.29,503.63,k10,30.775507840802423,138.84476019608212
p39,248.71,462.84,k13,23.990466349629813,161.33543610998106
p39,250.68,378.04,k15,9.612710584552586,49.013775199732315
p39,95.57,529.27,k3,16.683977982942494,196.37292257392812
p39,276.97,380.03,k14,48.68067929375863,107.43202214542788
p39,105.47,356.19,k11,43.61489939894739,137.98871996924328
p39,113.4,528.15,k8,38.04262108471798,96.92481261531839
p39,162.29,510.7,k20,0.3500144473473077,38.65342321814414
p39,299.67,330.26,k4,15.775592825424766,121.05969236851968
p39,242.42,399.47,k16,38.60872540631183,117.69892079634275
p39,248.67,314.46,k1,29.03930263925578,133.32679051354006
p40,117.05,278.28,k6,24.457818490991567,67.16366391453575
p40,102.71,255.37,k14,48.68067929375863,107.43202214542788
p40,147.85,259.04,k18,43.02104793135923,176.11522638673003
p40,117.97,247.1,k20,0.3500144473473077,38.65342321814414
p40,62.31,287.31,k12,49.420685952353224,241.9365333873967
p40,52.18,251.5,k7,24.27848662082414,164.1133008691957
p41,135.91,377.59,k5,35.93377448207023,153.01846452285918
p41,118.8,308.6,k16,38.60872540631183,117.69892079634275
p41,135.41,485.96,k12,49.420685952353224,241.9365333873967
p41,93.93,313.7,k4,15.775592825424766,121.05969236851968
p41,139.14,450.09,k15,9.612710584552586,49.013775199732315
p41,50.3,331.19,k6,24.457818490991567,67.16366391453575
p41,114.61,278.8,k20,0.3500144473473077,38.65342321814414
p41,158.16,430.19,k19,4.269192873176753,92.68003633301761
p41,193.47,282.14,k10,30.775507840802423,138.84476019608212
p41,200.28,431.13,k2,25.924630173287017,137.70656125325326
p41,255.63,324.62,k8,38.04262108471798,96.92481261531839
p41,163.25,417.12,k9,0.16357855909641117,22.347116004713854
p42,19.97,160.55,k15,9.612710584552586,49.013775199732315
p42,25.9,253.97,k3,16.683977982942494,196.37292257392812
p42,100.3,183.93,k5,35.93377448207023,153.01846452285918
p42,99.05,238.48,k2,25.924630173287017,137.70656125325326
p42,26.5,206.2,k14,48.68067929375863,107.43202214542788
p42,20.9,248.86,k6,24.457818490991567,67.16366391453575
p42,20.34,144.19,k20,0.3500144473473077,38.65342321814414
p42,95.58,147.08,k12,49.420685952353224,241.9365333873967
p42,117.97,198.12,k7,24.27848662082414,164.1133008691957
p42,20.14,168.57,k4,15.775592825424766,121.05969236851968
p42,89.53,196.66,k18,43.02104793135923,176.11522638673003
p43,204.94,412.74,k8,38.04262108471798,96.92481261531839
p43,245.07,299.2,k19,4.269192873176753,92.68003633301761
p43,253.32,376.2,k18,43.02104793135923,176.11522638673003
p43,151.86,386.83,k3,16.683977982942494,196.37292257392812
p43,152.27,290.14,k16,38.60872540631183,117.69892079634275
p43,221.09,316.71,k2,25.924630173287017,137.70656125325326
p43,209.41,303.04,k9,0.16357855909641117,22.347116004713854
p43,147.87,320.75,k11,43.61489939894739,137.98871996924328
p44,115.92,156.9,k2,25.924630173287017,137.70656125325326
p44,34.35,190.07,k18,43.02104793135923,176.11522638673003
p44,51.5,178.18,k13,23.990466349629813,161.33543610998106
p44,42.24,154.05,k16,38.60872540631183,117.69892079634275
p44,64.72,162.98,k9,0.16357855909641117,22.347116004713854
p44,116.99,172.62,k10,30.775507840802423,138.84476019608212
p44,99.4,136.32,k6,24.457818490991567,67.16366391453575
p44,44.94,204.55,k7,24.27848662082414,164.1133008691957
p44,101.8,162.53,k15,9.612710584552586,49.013775199732315
p44,104.35,142.13,k14,48.68067929375863,107.43202214542788
p44,38.43,141.72,k17,38.219102856762014,163.73999364732992
p45,55.39,206.94,k9,0.16357855909641117,22.347116004713854
p45,51.44,257.61,k2,25.924630173287017,137.70656125325326
p45,93.14,230.28,k15,9.612710584552586,49.013775199732315
p45,90.24,257.42,k18,43.02104793135923,176.11522638673003
p45,50.04,228.52,k13,23.990466349629813,161.33543610998106
p45,79.46,314.22,k20,0.3500144473473077,38.65342321814414
p45,151.54,173.86,k4,15.775592825424766,121.05969236851968
p45,62.74,292.38,k3,16.683977982942494,196.37292257392812
p45,7.92,237.71,k5,35.93377448207023,153.01846452285918
p45,28.59,179.99,k17,38.219102856762014,163.73999364732992
p45,119.94,212.23,k19,4.269192873176753,92.68003633301761
p45,66.54,263.43,k1,29.03930263925578,133.32679051354006
p46,132.61,333.58,k10,30.775507840802423,138.84476019608212
p46,184.86,295.68,k6,24.457818490991567,67.16366391453575
p46,188.33,318.28,k16,38.60872540631183,117.69892079634275
p46,152.24,342.18,k5,35.93377448207023,153.01846452285918
p46,172.96,327.75,k19,4.269192873176753,92.68003633301761
p46,120.85,273.12,k18,43.02104793135923,176.11522638673003
p46,99.71,328.57,k3,16.683977982942494,196.37292257392812
p46,34.07,300.85,k12,49.420685952353224,241.9365333873967
p46,119.33,276.58,k11,43.61489939894739,137.98871996924328
p46,98.82,309.54,k13,23.990466349629813,161.33543610998106
p47,68.57,280.61,k19,4.269192873176753,92.68003633301761
p47,127.09,199.41,k5,35.93377448207023,153.01846452285918
p47,41.51,232.83,k3,16.683977982942494,196.37292257392812
p47,73.52,206.73,k8,38.04262108471798,96.92481261531839
p47,65.05,229.71,k16,38.60872540631183,117.69892079634275
p47,34.74,294.74,k4,15.775592825424766,121.05969236851968
p47,106.29,306.89,k6,24.457818490991567,67.16366391453575
p47,111.15,218.63,k7,24.27848662082414,164.1133008691957
p47,109.44,272.77,k1,29.03930263925578,133.32679051354006
p47,63.48,263.37,k11,43.61489939894739,137.98871996924328
p48,109.93,274.24,k8,38.04262108471798,96.92481261531839
p48,153.44,218.17,k10,30.775507840802423,138.84476019608212
p48,190.77,224.13,k9,0.16357855909641117,22.347116004713854
p48,119.81,340.29,k7,24.27848662082414,164.1133008691957
p48,184.62,242.98,k18,43.02104793135923,176.11522638673003
p48,77.53,265.38,k2,25.924630173287017,137.70656125325326
p48,69.52,351.62,k12,49.420685952353224,241.9365333873967
p48,49.99,241.95,k19,4.269192873176753,92.68003633301761
p48,189.01,310.02,k13,23.990466349629813,161.33543610998106
p48,133.07,251.91,k20,0.3500144473473077,38.65342321814414
p48,55.63,303.18,k5,35.93377448207023,153.01846452285918
p48,183.15,352.05,k1,29.03930263925578,133.32679051354006
p48,50.7,303.04,k3,16.683977982942494,196.37292257392812
p49,94.01,252.2,k7,24.27848662082414,164.1133008691957
p49,151.98,231.41,k8,38.04262108471798,96.92481261531839
p49,183.16,241.64,k20,0.3500144473473077,38.65342321814414
p49,94.75,284.43,k14,48.68067929375863,107.43202214542788
p49,184.38,255.39,k15,9.612710584552586,49.013775199732315
p49,100.51,266.9,k13,23.990466349629813,161.33543610998106
p49,101.22,235.38,k2,25.924630173287017,137.70656125325326
p49,121.89,277.29,k4,15.775592825424766,121.05969236851968
p50,172.85,346.19,k2,25.924630173287017,137.70656125325326
p50,80.58,366.78,k12,49.420685952353224,241.9365333873967
p50,245.77,430.78,k4,15.775592825424766,121.05969236851968
p50,252.95,433.18,k13,23.990466349629813,161.33543610998106
p50,241.57,281.24,k10,30.775507840802423,138.84476019608212
p50,240.64,270.11,k17,38.219102856762014,163.73999364732992
p50,225.75,357.57,k8,38.04262108471798,96.92481261531839
p50,261.63,276.78,k15,9.612710584552586,49.013775199732315
p50,213.72,271.83,k16,38.60872540631183,117.69892079634275
p50,245.78,307.79,k9,0.16357855909641117,22.347116004713854
p50,155.36,352.64,k3,16.683977982942494,196.37292257392812
p50,140.57,429.39,k5,35.93377448207023,153.01846452285918
p51,160.02,363.63,k17,38.219102856762014,163.73999364732992
p51,233.1,410.83,k6,24.457818490991567,67.16366391453575
p51,218.43,311.07,k10,30.775507840802423,138.84476019608212
p51,160.02,472.48,k18,43.02104793135923,176.11522638673003
p51,64.25,302.65,k9,0.16357855909641117,22.347116004713854
p51,110.01,378.83,k8,38.04262108471798,96.92481261531839
p51,97.71,377.4,k4,15.775592825424766,121.05969236851968
p51,74.86,408.02,k7,24.27848662082414,164.1133008691957
p51,209.23,388.85,k11,43.61489939894739,137.98871996924328
p51,246.13,446.35,k20,0.3500144473473077,38.65342321814414
p51,49.3,490.87,k12,49.420685952353224,241.9365333873967
p52,90.25,357.77,k10,30.775507840802423,138.84476019608212
p52,205.78,295.96,k20,0.3500144473473077,38.65342321814414
p52,110.63,336.73,k7,24.27848662082414,164.1133008691957
p52,119.52,409.67,k2,25.924630173287017,137.70656125325326
p52,102.56,289.13,k6,24.457818490991567,67.16366391453575
p52,220.58,293.42,k18,43.02104793135923,176.11522638673003
p52,228.6,383.07,k13,23.990466349629813,161.33543610998106
p53,228.81,478.3,k9,0.16357855909641117,22.347116004713854
p53,236.5,307.3,k20,0.3500144473473077,38.65342321814414
p53,195.16,404.13,k11,43.61489939894739,137.98871996924328
p53,125.12,312.7,k4,15.775592825424766,121.05969236851968
p53,185.33,402.79,k17,38.219102856762014,163.73999364732992
p53,208.32,384.31,k8,38.04262108471798,96.92481261531839
p53,127.07,469.54,k12,49.420685952353224,241.9365333873967
p53,225.33,407.22,k1,29.03930263925578,133.32679051354006
p53,134.4,333.36,k3,16.683977982942494,196.37292257392812
p53,48.21,280.98,k7,24.27848662082414,164.1133008691957
p53,256.09,417.2,k6,24.457818490991567,67.16366391453575
p53,245.11,332.93,k10,30.775507840802423,138.84476019608212
p54,131.45,223.99,k8,38.04262108471798,96.92481261531839
p54,79.81,285.39,k13,23.990466349629813,161.33543610998106
p54,98.66,169.78,k2,25.924630173287017,137.70656125325326
p54,75.41,191.76,k14,48.68067929375863,107.43202214542788
p54,153.09,167.12,k18,43.02104793135923,176.11522638673003
p54,161.41,189.4,k15,9.612710584552586,49.013775199732315
p55,92.27,141.02,k11,43.61489939894739,137.98871996924328
p55,50.12,169.47,k20,0.3500144473473077,38.65342321814414
p55,43.23,201.83,k2,25.924630173287017,137.70656125325326
p55,44.38,183.28,k13,23.990466349629813,161.33543610998106
p55,129.23,137.76,k10,30.775507840802423,138.84476019608212
p55,97.73,151.72,k14,48.68067929375863,107.43202214542788
p55,109.2,219.47,k9,0.16357855909641117,22.347116004713854
p55,62.33,172.04,k6,24.457818490991567,67.16366391453575
p55,119.84,197.74,k17,38.219102856762014,163.73999364732992
p55,58.2,155.48,k15,9.612710584552586,49.013775199732315
p55,76.0,174.09,k16,38.60872540631183,117.69892079634275
p55,122.47,154.47,k18,43.02104793135923,176.11522638673003
p56,55.28,87.49,k11,43.61489939894739,137.98871996924328
p56,27.51,96.26,k14,48.68067929375863,107.43202214542788
p56,47.44,61.72,k4,15.775592825424766,121.05969236851968
p56,24.88,86.86,k6,24.457818490991567,67.16366391453575
p56,52.82,87.54,k5,35.93377448207023,153.01846452285918
p56,35.46,63.69,k15,9.612710584552586,49.013775199732315
p56,44.56,80.63,k12,49.420685952353224,241.9365333873967
p57,126.34,294.2,k5,35.93377448207023,153.01846452285918
p57,214.0,346.47,k4,15.775592825424766,121.05969236851968
p57,98.28,301.53,k10,30.775507840802423,138.84476019608212
p57,84.16,267.15,k9,0.16357855909641117,22.347116004713854
p57,165.4,230.38,k8,38.04262108471798,96.92481261531839
p57,178.03,262.48,k19,4.269192873176753,92.68003633301761
p57,109.73,233.49,k20,0.3500144473473077,38.65342321814414
p57,101.8,357.86,k17,38.219102856762014,163.73999364732992
p57,211.93,274.48,k2,25.924630173287017,137.70656125325326
p57,140.89,268.92,k18,43.02104793135923,176.11522638673003
p57,90.02,249.24,k1,29.03930263925578,133.32679051354006
p57,192.34,319.49,k15,9.612710584552586,49.013775199732315
p57,86.53,259.22,k14,48.68067929375863,107.43202214542788
p58,60.72,227.58,k18,43.02104793135923,176.11522638673003
p58,99.3,185.74,k1,29.03930263925578,133.32679051354006
p58,91.95,220.38,k19,4.269192873176753,92.68003633301761
p58,58.4,214.04,k7,24.27848662082414,164.1133008691957
p58,106.45,170.68,k15,9.612710584552586,49.013775199732315
p58,62.93,149.87,k6,24.457818490991567,67.16366391453575
p58,82.48,154.75,k14,48.68067929375863,107.43202214542788
p58,109.63,192.54,k10,30.775507840802423,138.84476019608212
p58,84.35,163.22,k16,38.60872540631183,117.69892079634275
p58,78.0,219.14,k3,16.683977982942494,196.37292257392812
p58,111.55,215.82,k12,49.420685952353224,241.9365333873967
p59,215.42,402.04,k20,0.3500144473473077,38.65342321814414
p59,63.49,365.59,k7,24.27848662082414,164.1133008691957
p59,138.75,381.86,k8,38.04262108471798,96.92481261531839
p59,44.23,411.76,k3,16.683977982942494,196.37292257392812
p59,199.43,372.41,k10,30.775507840802423,138.84476019608212
p59,124.24,364.57,k17,38.219102856762014,163.73999364732992
p59,18.58,375.55,k19,4.269192873176753,92.68003633301761
p59,95.3,319.07,k18,43.02104793135923,176.11522638673003
p59,185.6,221.09,k5,35.93377448207023,153.01846452285918
p59,98.49,337.89,k15,9.612710584552586,49.013775199732315
p59,167.93,317.74,k6,24.457818490991567,67.16366391453575
p60,25.89,165.56,k5,35.93377448207023,153.01846452285918
p60,99.85,178.31,k8,38.04262108471798,96.92481261531839
p60,98.42,228.89,k17,38.219102856762014,163.73999364732992
p60,133.4,198.91,k2,25.924630173287017,137.70656125325326
p60,123.38,276.77,k9,0.16357855909641117,22.347116004713854
p60,144.08,247.5,k16,38.60872540631183,117.69892079634275
p60,29.99,163.41,k12,49.420685952353224,241.9365333873967
p60,117.75,303.77,k10,30.775507840802423,138.84476019608212
p60,61.56,237.17,k18,43.02104793135923,176.11522638673003
p60,25.69,242.55,k14,48.68067929375863,107.43202214542788
p60,137.5,253.5,k11,43.61489939894739,137.98871996924328
p60,67.56,266.6,k7,24.27848662082414,164.1133008691957
p60,22.53,184.05,k13,23.990466349629813,161.33543610998106
p61,236.48,567.31,k3,16.683977982942494,196.37292257392812
p61,102.13,422.91,k10,30.775507840802423,138.84476019608212
p61,184.79,399.48,k7,24.27848662082414,164.1133008691957
p61,297.37,556.83,k20,0.3500144473473077,38.65342321814414
p61,227.09,370.63,k12,49.420685952353224,241.9365333873967
p61,185.23,565.67,k16,38.60872540631183,117.69892079634275
p61,101.71,431.62,k14,48.68067929375863,107.43202214542788
p61,170.24,383.11,k17,38.219102856762014,163.73999364732992
p62,64.43,277.73,k16,38.60872540631183,117.69892079634275
p62,82.68,288.61,k8,38.04262108471798,96.92481261531839
p62,189.07,432.69,k1,29.03930263925578,133.32679051354006
p62,117.82,279.11,k14,48.68067929375863,107.43202214542788
p62,192.82,330.49,k13,23.990466349629813,161.33543610998106
p62,205.56,434.86,k20,0.3500144473473077,38.65342321814414
p62,123.39,230.51,k12,49.420685952353224,241.9365333873967
p63,196.95,268.2,k16,38.60872540631183,117.69892079634275
p63,106.31,301.91,k17,38.219102856762014,163.73999364732992
p63,219.15,392.27,k9,0.16357855909641117,22.347116004713854
p63,167.43,390.44,k20,0.3500144473473077,38.65342321814414
p63,239.96,429.98,k4,15.775592825424766,121.05969236851968
p63,197.47,435.52,k14,48.68067929375863,107.43202214542788
p63,248.39,264.6,k10,30.775507840802423,138.84476019608212
p63,176.19,273.16,k2,25.924630173287017,137.70656125325326
p63,123.33,339.96,k13,23.990466349629813,161.33543610998106
p63,222.63,315.63,k19,4.269192873176753,92.68003633301761
p64,124.12,517.24,k13,23.990466349629813,161.33543610998106
p64,212.66,446.67,k8,38.04262108471798,96.92481261531839
p64,258.02,442.26,k18,43.02104793135923,176.11522638673003
p64,197.38,532.25,k6,24.457818490991567,67.16366391453575
p64,171.13,513.24,k20,0.3500144473473077,38.65342321814414
p64,179.0,552.85,k19,4.269192873176753,92.68003633301761
p64,239.97,390.29,k11,43.61489939894739,137.98871996924328
p64,128.86,554.46,k2,25.924630173287017,137.70656125325326
p64,270.95,514.47,k5,35.93377448207023,153.01846452285918
p65,83.95,288.42,k13,23.990466349629813,161.33543610998106
p65,173.23,291.29,k14,48.68067929375863,107.43202214542788
