SIMULATION 7: 100 xApps, 150 Parameters, 25 KPIs

XAPP-PARAMETER CONTROL RANGES
xapp,parameter,range_min,range_max
x51,p77,128.3,164.19
x51,p146,190.49,361.63
x51,p11,68.5,91.97
x51,p138,141.66,161.39
x51,p44,28.93,200.94
x51,p30,77.68,348.68
x51,p41,42.99,75.28
x51,p10,62.68,94.75
x51,p75,184.26,356.31
x51,p125,265.04,368.22
x51,p89,202.62,404.39
x51,p24,102.59,244.08
x51,p25,102.71,175.42
x51,p62,61.94,385.15
x51,p106,110.07,189.63
x51,p76,91.46,273.49
x51,p4,282.54,520.65
x51,p6,143.38,191.37
x51,p14,162.34,375.78
x51,p23,171.62,264.56
x51,p17,87.78,310.72
x51,p39,233.29,348.22
x51,p144,138.65,221.82
x51,p42,231.23,306.84
x51,p53,79.74,153.93
x51,p79,67.65,191.51
x51,p127,67.92,213.67
x51,p141,85.21,139.67
x51,p71,88.14,427.53
x51,p102,98.12,420.92
x51,p13,49.04,75.77
x51,p100,102.62,227.55
x51,p92,167.48,384.83
x51,p117,99.72,131.59
x51,p54,129.94,133.75
x51,p57,34.94,131.58
x51,p113,125.32,208.95
x51,p70,146.13,288.02
x51,p134,219.58,438.65
x51,p65,174.51,277.61
x51,p91,250.04,322.31
x51,p16,48.05,118.15
x51,p26,277.27,469.65
x51,p61,108.12,312.88
x51,p60,74.46,129.02
x51,p58,97.49,152.18
x51,p133,59.13,109.33
x51,p121,112.62,135.79
x51,p99,115.63,156.03
x51,p80,35.36,98.35
x51,p3,75.63,88.92
x51,p18,118.56,386.92
x51,p140,100.71,154.26
x52,p97,75.73,194.19
x52,p132,191.56,258.51
x52,p141,85.3,163.51
x52,p7,150.96,249.2
x52,p62,161.47,284.18
x52,p17,73.91,312.3
x52,p130,151.59,342.23
x52,p2,22.28,74.72
x52,p143,96.96,267.35
x52,p72,197.85,356.12
x52,p92,142.85,383.59
x52,p150,191.81,436.23
x52,p88,91.4,447.37
x52,p125,196.75,436.31
x52,p106,155.35,225.54
x52,p109,169.06,185.02
x52,p127,155.12,224.32
x52,p112,76.3,252.4
x52,p35,135.53,307.78
x52,p111,68.43,87.76
x52,p137,91.32,207.65
x52,p20,68.16,93.51
x52,p126,34.31,139.34
x52,p8,93.3,302.99
x52,p113,81.47,219.14
x52,p14,96.48,308.78
x52,p73,192.08,526.48
x52,p59,67.07,307.78
x52,p79,85.52,199.0
x52,p102,125.42,445.98
x52,p67,150.44,414.01
x52,p70,186.17,346.73
x52,p122,99.57,132.32
x52,p123,93.21,310.81
x52,p9,140.0,280.15
x52,p26,175.53,404.89
x52,p94,62.59,121.81
x52,p11,63.45,91.48
x52,p118,125.75,151.06
x52,p131,163.43,284.6
x52,p100,112.58,216.71
x52,p66,173.58,377.87
x52,p54,103.51,150.21
x52,p50,80.68,224.5
x52,p105,199.04,368.02
x52,p5,173.75,382.24
x52,p104,41.18,176.99
x52,p74,67.3,369.09
x53,p10,74.95,140.94
x53,p48,197.92,395.02
x53,p80,39.93,88.84
x53,p9,128.47,228.67
x53,p36,101.95,321.6
x53,p91,214.43,363.87
x53,p106,112.68,242.87
x53,p52,98.49,428.61
x53,p104,58.56,108.67
x53,p132,189.63,281.69
x53,p69,250.16,459.3
x53,p140,132.24,197.9
x53,p33,23.55,61.1
x53,p111,68.36,89.09
x53,p73,323.35,508.92
x53,p55,99.1,146.4
x53,p79,105.82,179.64
x53,p6,114.44,205.18
x53,p28,56.22,72.03
x53,p94,43.03,126.32
x53,p75,38.21,255.95
x53,p54,93.81,159.93
x53,p103,176.9,247.28
x53,p149,53.17,70.51
x53,p101,76.88,178.46
x53,p35,150.44,232.15
x53,p146,58.01,371.46
x53,p147,109.84,291.06
x53,p19,197.07,325.78
x53,p66,104.07,435.39
x53,p145,75.74,176.94
x53,p119,160.2,299.41
x53,p72,129.97,458.98
x53,p16,61.9,113.73
x53,p84,84.86,373.54
x53,p64,134.56,324.47
x53,p82,87.78,137.43
x53,p107,222.79,530.25
x53,p114,120.51,142.59
x53,p50,132.89,187.64
x53,p23,136.94,294.1
x53,p117,76.08,126.86
x53,p110,256.04,437.9
x53,p68,145.4,238.34
x53,p148,78.06,189.07
x53,p144,170.87,281.05
x53,p99,109.3,162.01
x53,p43,175.69,298.12
x53,p142,245.51,504.9
x53,p126,74.5,152.11
x53,p124,180.18,237.28
x53,p40,103.63,123.91
x53,p42,100.28,426.05
x53,p4,135.73,498.85
x53,p108,126.14,233.3
x53,p29,32.27,170.18
x53,p98,123.76,192.64
x53,p41,31.72,112.83
x53,p129,95.31,313.77
x53,p118,72.99,157.59
x53,p74,97.52,443.13
x53,p7,55.91,364.31
x53,p1,122.33,359.05
x53,p32,117.53,274.89
x53,p102,132.66,322.14
x53,p60,65.49,174.33
x54,p32,64.54,150.01
x54,p133,66.82,106.6
x54,p39,96.88,311.48
x54,p108,37.95,163.29
x54,p57,18.63,214.47
x54,p83,130.56,279.35
x54,p33,34.98,53.34
x54,p1,77.36,335.92
x54,p140,115.71,148.01
x54,p149,53.51,58.89
x54,p106,149.95,216.57
x54,p2,64.72,119.53
x54,p95,63.38,139.64
x54,p138,76.25,251.41
x54,p88,240.58,455.14
x54,p29,74.13,175.66
x54,p45,70.59,149.88
x54,p55,73.8,116.21
x54,p101,82.51,120.33
x54,p122,120.26,196.37
x54,p143,102.88,386.91
x54,p139,31.61,105.07
x54,p34,198.01,312.02
x54,p107,228.52,465.28
x54,p76,109.29,198.16
x54,p125,81.81,443.84
x54,p10,37.93,92.74
x54,p132,186.71,310.86
x54,p50,69.73,240.54
x54,p111,45.32,83.54
x54,p3,21.88,138.04
x54,p62,241.86,455.55
x54,p136,76.32,364.67
x54,p16,78.77,111.42
x54,p127,98.34,213.5
x54,p81,124.38,372.32
x54,p96,95.3,250.52
x54,p128,103.89,269.91
x54,p37,51.84,167.59
x54,p94,28.53,106.65
x54,p145,21.98,190.64
x54,p144,145.27,272.95
x54,p121,107.36,129.17
x54,p99,131.41,176.93
x54,p4,318.07,325.71
x54,p92,23.55,378.65
x54,p47,201.7,313.65
x54,p116,173.12,207.49
x54,p102,221.05,331.05
x54,p63,97.82,436.94
x54,p58,113.69,171.42
x54,p104,4.96,176.66
x54,p60,114.87,139.27
x54,p82,66.97,158.13
x54,p79,127.28,210.96
x54,p100,109.57,163.89
x54,p11,71.21,98.23
x54,p8,109.5,319.92
x54,p38,122.01,147.2
x54,p146,142.16,305.18
x54,p142,199.26,438.77
x54,p87,89.74,172.64
x54,p30,260.48,451.75
x54,p135,268.27,519.28
x54,p148,61.16,294.82
x54,p103,74.38,258.82
x54,p54,117.86,140.32
x54,p18,64.89,251.54
x54,p91,189.58,440.79
x54,p72,130.2,459.93
x54,p77,112.42,147.01
x54,p75,105.79,282.77
x54,p141,58.84,157.68
x54,p13,62.36,94.28
x54,p51,26.3,470.66
x54,p24,117.28,308.35
x54,p22,160.9,216.19
x54,p44,110.04,246.33
x55,p40,114.05,139.18
x55,p147,176.4,450.0
x55,p132,137.77,322.29
x55,p46,76.98,167.5
x55,p105,278.36,538.13
x55,p110,228.31,463.92
x55,p137,76.72,186.57
x55,p71,110.81,354.04
x55,p50,56.78,156.03
x55,p75,177.31,326.02
x55,p58,133.12,166.92
x55,p43,56.71,427.12
x55,p82,72.32,138.58
x55,p11,69.68,86.05
x55,p107,268.08,317.39
x55,p150,227.45,286.86
x55,p141,51.74,174.35
x55,p142,185.83,325.74
x55,p68,125.01,178.32
x55,p47,200.25,270.26
x55,p57,63.62,228.41
x55,p79,103.01,219.86
x55,p145,102.04,195.57
x55,p64,222.0,464.51
x55,p14,173.29,302.37
x55,p102,116.21,334.27
x55,p35,101.54,200.54
x55,p37,89.78,169.44
x55,p9,54.85,208.97
x55,p93,52.21,149.31
x55,p63,216.75,336.63
x55,p99,123.74,164.06
x55,p126,41.36,122.06
x55,p113,147.67,174.64
x55,p98,55.53,201.74
x55,p88,201.89,481.73
x55,p76,98.29,202.54
x55,p20,56.59,81.62
x55,p69,75.5,287.76
x55,p123,115.83,266.41
x55,p19,206.9,353.0
x55,p15,84.61,130.55
x55,p53,92.1,218.88
x55,p38,112.83,144.65
x55,p139,90.88,124.1
x55,p49,45.06,79.14
x55,p116,89.82,277.97
x55,p12,54.56,182.62
x55,p23,54.3,322.51
x55,p26,261.37,427.22
x55,p10,46.2,119.3
x55,p91,257.04,397.44
x55,p78,140.64,385.31
x55,p136,48.95,434.23
x55,p89,169.89,315.22
x55,p4,140.94,448.46
x55,p127,118.56,236.94
x55,p31,41.57,92.45
x55,p48,97.73,257.97
x55,p2,50.58,94.46
x55,p95,60.71,209.65
x55,p25,137.8,147.75
x55,p45,72.89,160.81
x55,p44,93.53,282.1
x55,p111,44.02,88.97
x55,p119,130.54,311.08
x55,p60,117.1,150.17
x55,p18,143.46,350.69
x55,p83,101.07,218.24
x55,p149,30.46,63.26
x55,p80,59.93,117.03
x55,p59,117.83,321.29
x55,p135,298.66,359.78
x55,p103,54.03,371.75
x55,p131,112.63,216.58
x55,p36,26.27,351.03
x55,p121,111.18,141.52
x55,p8,99.28,295.27
x55,p62,189.51,372.44
x55,p87,111.81,175.24
x55,p122,91.29,161.89
x55,p66,129.79,478.01
x55,p67,181.02,433.74
x55,p1,85.13,247.76
x55,p30,191.32,305.1
x55,p112,49.95,223.79
x55,p92,29.93,216.66
x55,p85,52.38,96.98
x55,p5,202.48,335.13
x56,p28,32.74,80.11
x56,p18,63.89,337.47
x56,p63,247.96,391.4
x56,p85,38.72,97.43
x56,p80,31.37,107.84
x56,p140,144.11,203.79
x56,p11,65.3,86.93
x56,p70,227.56,347.54
x56,p32,17.59,155.51
x56,p103,125.34,298.92
x56,p40,93.01,128.04
x56,p98,95.09,201.21
x56,p31,55.64,82.4
x56,p105,124.93,500.55
x56,p52,194.51,425.0
x56,p34,99.19,439.53
x56,p134,109.81,387.21
x56,p13,55.82,94.73
x56,p50,133.32,219.82
x56,p83,131.15,278.33
x56,p118,82.13,213.31
x56,p97,100.73,149.99
x56,p10,74.28,114.04
x56,p110,190.76,412.4
x56,p46,49.3,186.91
x56,p36,118.71,288.91
x56,p73,318.17,393.07
x56,p74,207.37,403.44
x56,p3,51.29,151.57
x56,p90,209.65,325.14
x56,p81,163.26,369.12
x56,p15,84.65,141.69
x56,p21,235.91,334.4
x56,p41,58.34,84.42
x56,p141,39.63,158.82
x56,p150,81.81,443.07
x56,p113,125.49,187.94
x56,p107,191.25,332.5
x56,p128,166.03,273.23
x56,p114,66.23,140.93
x56,p37,39.76,105.57
x56,p6,165.49,276.67
x56,p77,140.1,203.11
x56,p149,52.11,64.64
x56,p123,139.7,324.9
x56,p26,99.17,379.94
x56,p16,76.04,112.28
x56,p109,136.4,219.18
x56,p17,140.42,341.94
x56,p127,133.34,227.17
x56,p104,44.05,187.88
x56,p58,100.44,178.47
x56,p64,204.39,369.87
x56,p94,54.07,91.91
x56,p136,127.56,420.77
x56,p47,208.73,343.32
x56,p99,109.95,154.33
x56,p76,167.61,269.94
x56,p106,112.29,188.13
x56,p100,107.66,213.41
x56,p137,66.95,205.54
x56,p117,73.08,121.65
x56,p89,141.82,404.6
x56,p129,135.62,316.97
x56,p86,186.06,385.99
x56,p43,79.05,269.35
x56,p1,142.0,236.02
x56,p48,109.25,284.51
x56,p25,115.88,189.0
x56,p79,107.5,224.34
x56,p9,96.77,172.77
x56,p71,97.58,468.49
x56,p68,129.19,237.74
x56,p56,132.31,220.73
x56,p131,149.66,213.0
x56,p75,27.65,368.14
x56,p87,103.74,155.7
x56,p132,107.97,224.59
x56,p19,76.78,268.49
x56,p78,83.61,273.05
x56,p120,38.46,341.81
x56,p65,128.5,334.84
x56,p44,81.05,267.81
x56,p122,94.61,172.55
x57,p131,129.32,255.61
x57,p88,200.66,500.71
x57,p72,86.15,429.6
x57,p96,146.07,258.35
x57,p16,56.47,87.9
x57,p69,118.02,275.44
x57,p14,74.76,315.66
x57,p64,107.08,306.59
x57,p114,118.87,177.0
x57,p60,100.97,128.92
x57,p136,128.34,382.09
x57,p25,128.92,184.67
x57,p22,183.37,377.7
x57,p56,206.77,338.64
x57,p85,45.79,104.64
x57,p133,37.0,89.59
x57,p17,60.59,334.5
x57,p42,88.15,320.15
x57,p46,123.42,237.83
x57,p9,148.59,197.73
x57,p143,47.2,283.03
x57,p141,53.21,125.6
x57,p84,102.15,293.11
x57,p52,244.75,347.95
x57,p149,34.75,75.6
x57,p80,24.58,107.74
x57,p57,90.96,164.9
x57,p28,63.98,128.46
x57,p99,110.51,174.77
x57,p127,67.72,253.19
x57,p68,151.25,234.2
x57,p23,75.2,206.12
x57,p13,37.01,94.92
x57,p62,186.1,286.78
x57,p18,93.53,280.08
x57,p116,127.88,277.76
x57,p20,65.02,91.76
x57,p142,182.01,487.36
x57,p91,213.98,327.69
x57,p34,198.42,451.06
x57,p19,206.8,295.21
x57,p66,115.73,300.5
x57,p146,94.48,336.01
x57,p92,60.02,197.57
x57,p27,208.66,440.11
x57,p82,48.77,96.43
x57,p47,104.1,340.4
x57,p59,183.41,369.26
x57,p7,82.93,231.86
x57,p93,51.41,182.03
x57,p79,99.6,159.61
x57,p71,235.52,429.57
x57,p86,232.0,299.35
x57,p119,113.56,232.0
x57,p81,188.07,458.19
x57,p51,143.59,352.45
x57,p120,35.19,282.92
x57,p8,225.34,386.78
x57,p108,102.6,181.23
x57,p98,47.11,240.77
x57,p111,52.22,99.48
x57,p67,105.31,413.15
x57,p54,105.27,169.97
x57,p32,119.14,150.59
x57,p130,170.74,317.83
x57,p94,36.87,99.02
x57,p6,157.14,188.77
x57,p104,68.72,127.64
x57,p125,140.65,485.01
x57,p29,41.35,125.64
x57,p106,148.76,182.41
x57,p45,107.17,170.12
x57,p40,109.02,128.49
x57,p75,131.3,364.52
x57,p76,95.32,286.43
x57,p12,48.62,181.15
x57,p147,172.41,428.04
x57,p128,167.66,337.94
x57,p112,136.47,209.76
x57,p123,174.17,292.31
x57,p30,253.76,406.67
x57,p103,119.31,331.21
x57,p58,125.33,152.11
x58,p149,29.72,62.72
x58,p108,37.33,191.13
x58,p119,158.68,276.91
x58,p32,66.65,259.12
x58,p113,95.98,174.96
x58,p92,41.5,328.52
x58,p147,165.06,407.79
x58,p140,108.4,178.72
x58,p34,158.03,472.58
x58,p14,51.66,259.76
x58,p63,69.63,461.49
x58,p77,128.97,162.69
x58,p50,119.23,225.77
x58,p37,31.19,155.47
x58,p69,99.21,425.7
x58,p58,102.98,142.67
x58,p53,66.49,195.74
x58,p145,124.88,187.78
x58,p100,79.05,213.39
x58,p86,135.06,449.06
x58,p74,114.17,349.51
x58,p11,65.04,104.96
x58,p95,38.84,231.35
x58,p120,109.52,399.11
x58,p98,96.04,192.85
x58,p3,70.02,98.8
x58,p118,91.08,145.95
x58,p72,188.82,386.39
x58,p6,138.81,262.5
x58,p128,173.88,225.34
x58,p110,75.98,355.08
x58,p129,64.68,295.51
x58,p97,121.34,148.2
x58,p65,158.91,292.78
x58,p101,76.15,116.25
x58,p84,201.26,360.01
x58,p111,65.81,98.0
x58,p30,290.6,443.57
x58,p57,47.43,218.51
x58,p143,76.72,328.08
x58,p41,53.74,87.7
x58,p91,230.15,481.8
x58,p96,115.57,257.29
x58,p25,126.22,149.07
x58,p85,71.45,84.96
x58,p135,242.09,526.52
x58,p82,86.33,139.14
x58,p28,18.32,110.85
x58,p102,224.08,285.76
x58,p16,65.91,97.8
x58,p116,157.82,263.1
x58,p125,214.71,420.41
x58,p44,54.02,164.03
x58,p144,198.48,260.23
x58,p67,205.97,403.04
x58,p104,85.6,166.1
x58,p4,254.88,375.57
x58,p9,113.72,275.3
x58,p87,97.04,156.03
x58,p89,101.48,320.41
x58,p21,261.22,466.19
x59,p110,262.31,325.29
x59,p64,220.88,467.24
x59,p111,40.61,82.96
x59,p91,304.6,332.61
x59,p75,135.72,322.93
x59,p83,206.19,225.4
x59,p66,67.19,263.9
x59,p13,63.12,67.87
x59,p138,128.05,212.46
x59,p36,52.75,281.88
x59,p17,81.08,334.5
x59,p130,178.83,406.0
x59,p33,25.61,67.94
x59,p141,37.55,125.65
x59,p139,61.93,163.39
x59,p77,132.83,153.95
x59,p95,123.66,236.54
x59,p35,94.26,295.51
x59,p150,194.16,315.65
x59,p79,129.44,167.36
x59,p50,100.65,211.59
x59,p45,99.5,137.23
x59,p86,187.43,324.02
x59,p20,50.12,104.43
x59,p145,46.2,162.51
x59,p85,68.73,99.3
x59,p118,103.56,133.42
x59,p34,280.09,417.72
x59,p68,108.21,210.15
x59,p38,102.49,132.21
x59,p69,207.54,465.62
x59,p26,143.26,374.41
x59,p109,140.23,253.92
x59,p19,178.51,239.45
x59,p16,52.42,82.46
x59,p46,128.84,197.08
x59,p106,156.08,235.11
x59,p54,118.66,132.34
x59,p7,113.77,307.71
x59,p99,135.06,149.35
x59,p147,88.56,318.71
x59,p107,182.64,440.54
x59,p88,197.46,381.82
x59,p47,200.29,347.71
x59,p143,46.03,352.07
x59,p133,63.92,85.65
x59,p51,181.55,404.98
x59,p29,102.92,202.89
x59,p125,270.92,304.99
x59,p70,221.55,370.95
x59,p78,121.97,327.52
x59,p62,90.11,398.58
x59,p10,61.22,95.51
x59,p97,96.83,190.68
x59,p58,94.66,142.43
x59,p72,146.51,453.24
x59,p104,32.21,175.22
x59,p11,73.63,88.8
x59,p124,192.15,266.98
x59,p90,92.9,396.53
x59,p3,70.24,123.57
x59,p113,137.71,178.99
x59,p59,28.14,315.73
x59,p21,129.48,311.95
x59,p127,121.42,181.87
x59,p61,109.15,239.0
x59,p43,174.45,286.08
x59,p142,168.09,506.55
x59,p103,48.88,268.39
x59,p121,78.0,118.35
x59,p48,85.13,431.75
x59,p39,29.93,419.56
x59,p128,180.08,231.1
x59,p119,134.93,231.17
x59,p96,171.52,258.51
x59,p22,183.06,331.2
x59,p57,22.19,234.55
x59,p101,65.25,161.5
x59,p12,40.95,166.5
x59,p49,57.51,98.74
x59,p93,88.31,120.93
x59,p87,111.06,161.32
x59,p52,139.02,272.86
x59,p92,133.23,249.71
x59,p23,51.11,223.16
x59,p112,94.03,226.28
x59,p60,93.37,148.86
x59,p5,100.52,507.61
x59,p55,97.78,115.26
x60,p128,153.52,344.84
x60,p55,57.02,108.79
x60,p9,79.58,160.86
x60,p50,82.73,139.86
x60,p13,56.63,81.07
x60,p70,238.42,312.15
x60,p33,40.1,51.52
x60,p75,90.36,326.1
x60,p14,91.94,304.53
x60,p114,27.15,175.77
x60,p27,235.82,335.06
x60,p78,182.61,341.25
x60,p3,61.59,126.21
x60,p81,125.16,394.59
x60,p31,47.11,74.68
x60,p72,134.12,356.72
x60,p123,111.96,238.36
x60,p134,58.03,442.46
x60,p16,70.61,106.26
x60,p51,240.04,250.96
x60,p53,131.98,224.61
x60,p95,88.06,207.15
x60,p36,150.16,241.38
x60,p56,111.6,262.32
x60,p7,161.48,306.71
x60,p139,41.95,132.78
x60,p54,124.46,168.64
x60,p46,104.37,196.02
x60,p120,167.85,366.18
x60,p77,92.02,197.09
x60,p1,117.95,280.46
x60,p17,114.46,332.46
x60,p71,214.01,373.5
x60,p94,42.85,78.04
x60,p73,219.73,407.07
x60,p58,110.32,172.61
x60,p40,92.45,125.66
x60,p136,253.51,368.6
x60,p69,106.25,390.31
x60,p142,302.74,452.54
x60,p99,111.19,178.53
x60,p26,212.04,429.08
x60,p100,70.4,194.98
x60,p150,159.36,438.53
x60,p115,112.52,177.4
x60,p38,113.01,148.39
x60,p97,122.25,189.83
x60,p44,83.98,192.05
x60,p41,18.47,79.55
x60,p129,161.67,211.87
x60,p2,70.02,110.59
x60,p76,159.32,274.67
x60,p25,126.85,161.16
x60,p85,71.8,99.85
x60,p116,108.36,243.21
x60,p6,156.34,261.29
x60,p93,33.23,144.6
x60,p102,271.5,400.1
x60,p35,116.07,227.14
x60,p104,12.94,153.4
x60,p49,44.15,75.91
x60,p11,60.31,88.81
x60,p92,155.79,239.29
x60,p103,84.73,388.02
x60,p109,92.58,228.84
x60,p122,43.92,168.07
x60,p148,74.1,290.81
x60,p130,111.1,367.39
x60,p28,35.58,126.67
x60,p137,133.62,161.4
x60,p112,26.77,186.56
x60,p105,220.52,386.43
x60,p133,68.31,115.37
x60,p4,278.24,435.59
x60,p20,54.47,94.85
x60,p135,235.63,500.17
x61,p52,158.87,431.63
x61,p3,20.03,100.92
x61,p53,72.1,205.61
x61,p132,174.2,247.42
x61,p38,82.01,146.08
x61,p150,116.07,336.75
x61,p83,151.47,268.05
x61,p55,80.65,135.9
x61,p101,98.39,121.52
x61,p22,11.63,330.7
x61,p18,136.77,330.84
x61,p110,231.35,389.97
x61,p94,33.06,125.97
x61,p115,84.49,158.98
x61,p142,223.1,344.69
x61,p76,161.61,287.53
x61,p37,26.8,146.0
x61,p68,157.7,170.47
x61,p12,61.73,112.32
x61,p87,107.33,175.14
x61,p67,95.62,411.6
x61,p8,105.14,305.8
x61,p7,71.8,265.48
x61,p113,94.3,171.32
x61,p126,65.14,125.2
x61,p40,106.45,125.19
x61,p56,115.7,305.74
x61,p144,193.82,206.31
x61,p93,86.61,168.43
x61,p50,114.31,182.14
x61,p71,237.97,319.23
x61,p21,264.48,393.66
x61,p119,120.99,226.17
x61,p118,130.78,157.45
x61,p124,85.42,214.14
x61,p70,159.65,342.67
x61,p43,68.66,339.8
x61,p73,325.36,436.75
x61,p27,105.24,263.79
x61,p25,135.02,179.6
x61,p47,133.67,356.26
x61,p99,123.12,176.55
x61,p39,47.42,431.63
x61,p127,125.13,209.95
x61,p82,44.93,126.15
x61,p86,136.54,336.45
x61,p63,175.87,415.67
x61,p123,112.75,240.77
x61,p81,155.82,299.5
x61,p111,56.64,95.7
x61,p49,67.2,90.93
x61,p11,59.01,110.32
x61,p65,146.95,365.49
x61,p57,97.84,243.15
x61,p79,70.29,182.24
x61,p5,229.62,535.08
x61,p60,103.8,154.02
x61,p44,65.81,172.54
x61,p137,90.92,233.51
x61,p133,44.32,108.18
x61,p103,128.99,289.12
x61,p134,170.5,401.47
x61,p29,31.86,157.19
x61,p16,75.74,118.2
x61,p135,268.34,383.33
x61,p141,83.42,128.69
x61,p20,44.44,90.73
x61,p139,81.96,123.47
x61,p131,55.22,300.44
x61,p129,132.98,270.96
x61,p149,48.59,68.38
x61,p72,119.54,463.15
x61,p130,168.43,375.65
x61,p28,62.55,116.16
x62,p133,38.38,82.93
x62,p140,79.1,174.25
x62,p50,67.13,194.66
x62,p64,64.26,244.03
x62,p46,75.26,196.66
x62,p145,104.95,178.48
x62,p86,238.46,376.1
x62,p44,143.82,288.38
x62,p131,47.09,248.06
x62,p45,116.54,121.5
x62,p138,72.24,163.52
x62,p96,121.03,238.52
x62,p18,186.59,327.26
x62,p58,137.55,156.63
x62,p24,76.63,292.83
x62,p29,101.87,149.19
x62,p82,60.03,105.79
x62,p92,117.12,253.04
x62,p49,68.01,89.44
x62,p69,59.79,436.53
x62,p113,95.82,193.0
x62,p147,220.52,437.9
x62,p70,215.37,342.75
x62,p108,28.08,205.93
x62,p109,160.33,216.75
x62,p118,111.98,149.0
x62,p55,86.33,129.18
x62,p2,53.26,124.05
x62,p65,188.55,444.47
x62,p123,156.81,285.83
x62,p120,212.83,356.04
x62,p117,84.26,107.57
x62,p77,145.83,160.87
x62,p95,115.53,218.63
x62,p132,161.94,249.25
x62,p30,255.34,410.82
x62,p102,268.85,455.33
x62,p40,100.27,121.06
x62,p127,155.56,168.53
x62,p110,239.72,417.63
x62,p37,50.26,112.62
x62,p85,50.01,95.62
x62,p28,33.43,104.09
x62,p74,273.18,466.61
x62,p13,39.51,70.37
x62,p34,279.21,359.84
x62,p21,115.42,319.37
x62,p107,212.58,338.67
x62,p61,83.79,377.91
x62,p14,79.15,245.89
x62,p11,66.55,96.25
x62,p62,77.3,306.54
x62,p8,188.85,380.46
x62,p100,81.1,208.04
x62,p136,208.4,447.75
x62,p19,196.52,264.57
x62,p53,117.84,215.34
x62,p119,147.45,290.1
x62,p42,206.51,366.83
x62,p122,121.45,204.94
x62,p88,219.79,361.36
x62,p27,170.41,426.74
x62,p4,252.45,334.73
x62,p116,176.32,211.9
x62,p25,111.12,148.13
x62,p80,52.07,108.29
x62,p106,130.37,186.76
x62,p15,93.2,113.15
x62,p104,57.6,165.95
x62,p115,100.47,158.23
x63,p2,55.64,108.19
x63,p123,91.93,298.53
x63,p25,140.89,175.75
x63,p145,28.32,180.43
x63,p115,102.33,127.05
x63,p109,142.1,206.26
x63,p95,53.68,217.02
x63,p103,16.95,341.5
x63,p106,125.78,184.08
x63,p48,82.2,397.33
x63,p130,126.88,437.67
x63,p17,88.05,323.69
x63,p26,113.89,387.94
x63,p1,193.3,338.21
x63,p113,147.97,167.05
x63,p66,235.09,313.57
x63,p77,138.23,186.54
x63,p67,103.73,340.94
x63,p117,77.57,126.83
x63,p139,72.24,162.2
x63,p85,63.98,83.34
x63,p94,30.13,84.9
x63,p16,68.48,82.88
x63,p99,133.03,154.09
x63,p74,179.67,340.12
x63,p150,255.74,472.11
x63,p114,85.49,206.62
x63,p44,109.29,220.71
x63,p79,103.56,214.68
x63,p148,160.44,254.37
x63,p50,118.78,214.33
x63,p12,106.24,118.51
x63,p137,32.19,239.44
x63,p83,152.43,266.59
x63,p81,190.22,463.97
x63,p135,270.42,384.86
x63,p20,39.13,77.12
x63,p124,103.46,274.25
x63,p70,235.16,360.55
x63,p71,205.47,336.42
x63,p54,110.92,135.14
x63,p121,66.3,154.5
x63,p92,135.14,298.01
x63,p32,23.25,148.77
x63,p102,211.57,376.1
x63,p86,245.16,337.73
x63,p62,232.87,398.58
x63,p84,72.18,315.13
x63,p35,39.23,224.39
x63,p97,76.24,169.95
x63,p134,35.63,347.27
x63,p101,67.67,177.51
x63,p125,219.13,340.4
x63,p142,195.59,543.97
x63,p51,21.52,252.86
x63,p129,174.27,198.62
x63,p9,117.29,161.31
x63,p30,165.18,357.75
x63,p10,45.64,107.18
x63,p49,60.22,81.97
x63,p87,83.34,159.18
x63,p15,68.25,126.77
x63,p47,116.77,299.67
x63,p119,181.55,311.59
x63,p31,66.15,84.56
x63,p96,160.42,270.74
x63,p105,200.51,553.95
x63,p140,84.82,200.24
x63,p60,88.17,157.14
x63,p122,93.99,144.67
x63,p72,103.82,324.96
x63,p133,66.87,84.48
x63,p55,90.08,146.61
x63,p61,110.87,290.63
x63,p21,161.79,419.41
x63,p112,28.88,204.12
x63,p146,187.64,337.36
x63,p127,67.66,178.3
x63,p90,180.41,290.05
x63,p8,119.46,343.05
x63,p42,93.85,433.6
x63,p80,28.29,91.41
x64,p137,122.34,189.99
x64,p14,75.67,397.97
x64,p111,43.62,87.98
x64,p112,40.98,175.85
x64,p99,105.54,150.01
x64,p105,81.0,497.64
x64,p46,115.98,216.45
x64,p59,20.87,498.75
x64,p69,201.29,415.63
x64,p10,29.11,92.99
x64,p21,271.25,490.9
x64,p42,151.06,377.93
x64,p9,101.43,234.66
x64,p60,100.27,165.85
x64,p39,164.93,299.39
x64,p88,83.76,420.74
x64,p24,136.32,192.13
x64,p55,92.17,107.38
x64,p124,66.9,334.61
x64,p45,97.57,162.91
x64,p52,220.22,315.76
x64,p110,209.44,478.22
x64,p136,211.89,430.28
x64,p101,71.14,163.5
x64,p50,103.49,240.57
x64,p74,124.56,482.59
x64,p122,55.55,161.53
x64,p3,33.58,149.37
x64,p100,82.52,204.04
x64,p5,129.67,537.79
x64,p144,171.93,286.83
x64,p95,49.05,185.12
x64,p22,96.73,398.36
x64,p134,21.76,265.47
x64,p135,223.26,500.12
x64,p92,156.09,298.77
x64,p2,22.87,76.1
x64,p84,142.64,422.04
x64,p141,35.23,143.24
x64,p97,74.35,139.25
x64,p81,226.53,341.4
x64,p70,79.72,309.75
