SIMULATION 4: 20 xApps, 25 Parameters, 10 KPIs

XAPP-PARAMETER CONTROL RANGES
xapp,parameter,range_min,range_max
x12,0,2,1,-1,1,1,2,3,3,3,2,2,3,2,3,2,3,3,2,4
x13,0,3,4,1,-1,0,3,3,1,2,1,2,3,5,4,2,3,2,2,4
x14,2,4,1,1,0,-1,3,1,0,4,1,2,2,3,2,3,3,2,3,2
x15,1,5,2,2,3,3,-1,3,1,4,0,2,2,5,4,4,4,2,2,3
x16,0,4,3,3,3,1,3,-1,2,4,2,1,3,4,4,1,3,2,2,4
x17,0,1,1,3,1,0,1,2,-1,2,1,2,2,2,2,0,3,2,1,2
x18,2,6,4,3,2,4,4,4,2,-1,3,3,3,5,4,3,6,3,4,5
x19,0,3,2,2,1,1,0,2,1,3,-1,0,4,3,2,1,2,2,4,4
x2,2,2,3,2,2,2,2,1,2,3,0,-1,3,3,3,2,4,3,2,3
x20,1,3,4,3,3,2,2,3,2,3,4,3,-1,5,7,4,4,3,5,7
x3,1,6,4,2,5,3,5,4,2,5,3,3,5,-1,5,3,6,3,5,5
x4,1,3,4,3,4,2,4,4,2,4,2,3,7,5,-1,5,5,3,4,8
x5,1,2,2,2,2,3,4,1,0,3,1,2,4,3,5,-1,3,2,3,5
x6,2,4,3,3,3,3,4,3,3,6,2,4,4,6,5,3,-1,2,5,5
x7,0,4,3,3,2,2,2,2,2,3,2,3,3,3,3,2,2,-1,1,4
x8,2,3,2,2,2,3,2,2,1,4,4,2,5,5,4,3,5,1,-1,5
x9,1,4,5,4,4,2,3,4,2,5,4,3,7,5,8,5,5,4,5,-1

CONFLICT MATRIX FOR KPI k7
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x3,x4,x5,x6,x7,x8,x9
x1,-1,4,2,2,0,2,2,3,2,2,2,3,1,2,1,2,3,2,1,1
x10,4,-1,2,1,0,1,1,3,1,3,3,3,0,2,0,1,2,2,1,1
x11,2,2,-1,2,0,1,1,1,1,1,2,1,1,0,1,2,1,3,0,2
x12,2,1,2,-1,0,1,1,1,1,0,2,1,2,0,1,3,1,2,1,2
x13,0,0,0,0,-1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1
x14,2,1,1,1,1,-1,3,0,2,2,0,2,1,2,1,2,3,2,1,2
x15,2,1,1,1,1,3,-1,0,2,2,0,2,2,2,2,3,3,2,1,2
x16,3,3,1,1,0,0,0,-1,1,1,2,2,0,1,0,1,1,1,0,0
x17,2,1,1,1,1,2,2,1,-1,2,1,1,1,1,1,2,2,2,0,2
x18,2,3,1,0,1,2,2,1,2,-1,2,2,0,2,0,1,2,2,1,2
x19,2,3,2,2,0,0,0,2,1,2,-1,1,1,0,0,2,0,2,1,2
x2,3,3,1,1,1,2,2,2,1,2,1,-1,0,3,0,2,3,2,1,1
x20,1,0,1,2,0,1,2,0,1,0,1,0,-1,0,2,3,1,1,1,2
x3,2,2,0,0,1,2,2,1,1,2,0,3,0,-1,0,1,3,1,1,1
x4,1,0,1,1,0,1,2,0,1,0,0,0,2,0,-1,2,1,1,0,1
x5,2,1,2,3,1,2,3,1,2,1,2,2,3,1,2,-1,2,3,1,3
x6,3,2,1,1,1,3,3,1,2,2,0,3,1,3,1,2,-1,2,1,2
x7,2,2,3,2,1,2,2,1,2,2,2,2,1,1,1,3,2,-1,0,3
x8,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,-1,1
x9,1,1,2,2,1,2,2,0,2,2,2,1,2,1,1,3,2,3,1,-1

CONFLICT MATRIX FOR KPI k8
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x3,x4,x5,x6,x7,x8,x9
x1,-1,1,2,1,0,1,0,2,1,1,1,2,1,0,1,3,1,1,1,2
x10,1,-1,3,4,2,4,4,4,0,5,4,2,3,4,2,5,2,5,1,3
x11,2,3,-1,1,2,1,2,2,0,3,3,3,4,3,3,3,2,3,2,5
x12,1,4,1,-1,1,2,2,4,2,4,3,3,3,2,3,4,3,4,1,3
x13,0,2,2,1,-1,2,4,2,1,2,0,3,2,5,3,4,2,3,1,4
x14,1,4,1,2,2,-1,4,2,1,5,1,3,2,4,2,5,3,4,2,3
x15,0,4,2,2,4,4,-1,3,1,5,1,2,3,6,4,6,4,3,2,5
x16,2,4,2,4,2,2,3,-1,2,3,2,2,2,3,3,4,1,3,1,4
x17,1,0,0,2,1,1,1,2,-1,2,1,2,2,2,2,2,3,2,1,4
x18,1,5,3,4,2,5,5,3,2,-1,4,3,4,5,3,6,6,4,3,6
x19,1,4,3,3,0,1,1,2,1,4,-1,1,4,3,1,2,3,3,3,3
x2,2,2,3,3,3,3,2,2,2,3,1,-1,3,3,3,5,3,5,1,4
x20,1,3,4,3,2,2,3,2,2,4,4,3,-1,5,6,4,5,3,4,6
x3,0,4,3,2,5,4,6,3,2,5,3,3,5,-1,4,5,5,4,4,6
x4,1,2,3,3,3,2,4,3,2,3,1,3,6,4,-1,5,4,3,3,7
x5,3,5,3,4,4,5,6,4,2,6,2,5,4,5,5,-1,5,5,2,6
x6,1,2,2,3,2,3,4,1,3,6,3,3,5,5,4,5,-1,2,4,6
x7,1,5,3,4,3,4,3,3,2,4,3,5,3,4,3,5,2,-1,1,5
x8,1,1,2,1,1,2,2,1,1,3,3,1,4,4,3,2,4,1,-1,4
x9,2,3,5,3,4,3,5,4,4,6,3,4,6,6,7,6,6,5,4,-1

CONFLICT MATRIX FOR KPI k9
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x3,x4,x5,x6,x7,x9
x1,-1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,2,1,1
x10,1,-1,0,3,2,3,2,4,0,4,2,2,2,2,1,4,3,2,1
x11,1,0,-1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1
x12,1,3,1,-1,1,3,3,2,2,3,1,2,3,1,3,4,3,4,3
x13,0,2,0,1,-1,2,1,2,0,2,1,1,1,1,0,2,1,1,0
x14,1,3,1,3,2,-1,3,3,1,3,1,1,2,1,2,4,2,3,2
x15,1,2,1,3,1,3,-1,2,1,2,0,1,1,1,2,3,1,3,2
x16,1,4,0,2,2,3,2,-1,0,3,1,2,1,2,1,3,2,2,1
x17,1,0,1,2,0,1,1,0,-1,0,0,1,2,0,2,1,2,2,2
x18,0,4,0,3,2,3,2,3,0,-1,2,1,2,1,1,4,2,2,1
x19,0,2,0,1,1,1,0,1,0,2,-1,0,2,0,0,2,2,0,0
x2,1,2,0,2,1,1,1,2,1,1,0,-1,1,2,1,1,2,2,1
x20,1,2,1,3,1,2,1,1,2,2,2,1,-1,0,2,3,4,2,2
x3,1,2,0,1,1,1,1,2,0,1,0,2,0,-1,0,1,1,1,0
x4,1,1,1,3,0,2,2,1,2,1,0,1,2,0,-1,2,2,3,3
x5,1,4,1,4,2,4,3,3,1,4,2,1,3,1,2,-1,3,3,2
x6,2,3,1,3,1,2,1,2,2,2,2,2,4,1,2,3,-1,2,2
x7,1,2,1,4,1,3,3,2,2,2,0,2,2,1,3,3,2,-1,3
x9,1,1,1,3,0,2,2,1,2,1,0,1,2,0,3,2,2,3,-1

CONFLICT MATRIX FOR KPI k10
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x3,x4,x5,x6,x7,x8,x9
x1,-1,1,2,1,0,3,2,1,2,2,0,2,2,1,2,3,3,1,2,3
x10,1,-1,2,2,4,4,4,4,1,6,2,3,2,5,1,3,5,2,2,1
x11,2,2,-1,2,2,2,2,2,2,3,1,2,3,2,3,2,4,2,2,3
x12,1,2,2,-1,2,2,3,3,4,3,1,3,3,3,3,2,4,4,1,3
x13,0,4,2,2,-1,2,2,4,1,4,2,2,2,3,1,2,3,2,1,1
x14,3,4,2,2,2,-1,4,2,1,5,1,3,3,3,2,5,5,2,2,2
x15,2,4,2,3,2,4,-1,2,2,4,0,3,2,4,2,4,4,3,1,1
x16,1,4,2,3,4,2,2,-1,3,5,3,2,3,4,2,3,4,2,2,3
x17,2,1,2,4,1,1,2,3,-1,2,1,2,3,2,3,2,4,3,1,4
x18,2,6,3,3,4,5,4,5,2,-1,3,4,4,6,3,4,7,2,4,3
x19,0,2,1,1,2,1,0,3,1,3,-1,0,3,2,2,1,3,0,2,2
x2,2,3,2,3,2,3,3,2,2,4,0,-1,2,3,2,2,4,3,2,2
x20,2,2,3,3,2,3,2,3,3,4,3,2,-1,2,6,4,6,2,3,5
x3,1,5,2,3,3,3,4,4,2,6,2,3,2,-1,2,2,5,2,3,2
x4,2,1,3,3,1,2,2,2,3,3,2,2,6,2,-1,3,5,2,3,5
x5,3,3,2,2,2,5,4,3,2,4,1,2,4,2,3,-1,4,2,1,3
x6,3,5,4,4,3,5,4,4,4,7,3,4,6,5,5,4,-1,3,4,5
x7,1,2,2,4,2,2,3,2,3,2,0,3,2,2,2,2,3,-1,0,2
x8,2,2,2,1,1,2,1,2,1,4,2,2,3,3,3,1,4,0,-1,3
x9,3,1,3,3,1,2,1,3,4,3,2,2,5,2,5,3,5,2,3,-1
